index,unit1_rgb,unit1_beam_32,unit1_beam_64
1354,../../../Scenario9/unit1/camera_data/image_BS2_13757_17_05_37.jpg,13,25
1355,../../../Scenario9/unit1/camera_data/image_BS2_13758_17_05_37.jpg,14,27
1356,../../../Scenario9/unit1/camera_data/image_BS2_13759_17_05_37.jpg,14,28
1357,../../../Scenario9/unit1/camera_data/image_BS2_13760_17_05_37.jpg,15,29
1358,../../../Scenario9/unit1/camera_data/image_BS2_13761_17_05_37.jpg,17,32
1359,../../../Scenario9/unit1/camera_data/image_BS2_13762_17_05_37.jpg,17,34
1360,../../../Scenario9/unit1/camera_data/image_BS2_13763_17_05_37.jpg,19,36
1361,../../../Scenario9/unit1/camera_data/image_BS2_13764_17_05_38.jpg,19,38
1362,../../../Scenario9/unit1/camera_data/image_BS2_13765_17_05_38.jpg,20,39
1363,../../../Scenario9/unit1/camera_data/image_BS2_13766_17_05_38.jpg,20,40
1364,../../../Scenario9/unit1/camera_data/image_BS2_13767_17_05_38.jpg,22,42
1365,../../../Scenario9/unit1/camera_data/image_BS2_13768_17_05_38.jpg,22,44
1366,../../../Scenario9/unit1/camera_data/image_BS2_13769_17_05_38.jpg,23,45
1367,../../../Scenario9/unit1/camera_data/image_BS2_13770_17_05_38.jpg,24,47
1368,../../../Scenario9/unit1/camera_data/image_BS2_13771_17_05_38.jpg,25,48
1369,../../../Scenario9/unit1/camera_data/image_BS2_13772_17_05_38.jpg,26,51
1370,../../../Scenario9/unit1/camera_data/image_BS2_13773_17_05_39.jpg,26,52
1371,../../../Scenario9/unit1/camera_data/image_BS2_13774_17_05_39.jpg,28,54
1372,../../../Scenario9/unit1/camera_data/image_BS2_13775_17_05_39.jpg,27,54
1373,../../../Scenario9/unit1/camera_data/image_BS2_13776_17_05_39.jpg,28,55
1374,../../../Scenario9/unit1/camera_data/image_BS2_13777_17_05_39.jpg,28,55
1375,../../../Scenario9/unit1/camera_data/image_BS2_13778_17_05_39.jpg,30,59
1376,../../../Scenario9/unit1/camera_data/image_BS2_13779_17_05_39.jpg,30,59
1377,../../../Scenario9/unit1/camera_data/image_BS2_13780_17_05_39.jpg,29,57
1378,../../../Scenario9/unit1/camera_data/image_BS2_13781_17_05_39.jpg,30,59
1379,../../../Scenario9/unit1/camera_data/image_BS2_13782_17_05_40.jpg,30,59
1380,../../../Scenario9/unit1/camera_data/image_BS2_13783_17_05_40.jpg,31,62
1381,../../../Scenario9/unit1/camera_data/image_BS2_13784_17_05_40.jpg,31,62
1382,../../../Scenario9/unit1/camera_data/image_BS2_13785_17_05_40.jpg,31,61
1383,../../../Scenario9/unit1/camera_data/image_BS2_13786_17_05_40.jpg,31,62
1384,../../../Scenario9/unit1/camera_data/image_BS2_13787_17_05_40.jpg,31,62
1385,../../../Scenario9/unit1/camera_data/image_BS2_13788_17_05_40.jpg,31,62
1386,../../../Scenario9/unit1/camera_data/image_BS2_14043_17_06_09.jpg,2,2
1387,../../../Scenario9/unit1/camera_data/image_BS2_14044_17_06_09.jpg,8,2
1388,../../../Scenario9/unit1/camera_data/image_BS2_14045_17_06_09.jpg,2,2
1389,../../../Scenario9/unit1/camera_data/image_BS2_14046_17_06_09.jpg,2,2
1390,../../../Scenario9/unit1/camera_data/image_BS2_14047_17_06_09.jpg,2,4
1391,../../../Scenario9/unit1/camera_data/image_BS2_14048_17_06_09.jpg,2,3
1392,../../../Scenario9/unit1/camera_data/image_BS2_14049_17_06_09.jpg,3,6
1393,../../../Scenario9/unit1/camera_data/image_BS2_14050_17_06_09.jpg,4,7
1394,../../../Scenario9/unit1/camera_data/image_BS2_14051_17_06_09.jpg,6,11
1395,../../../Scenario9/unit1/camera_data/image_BS2_14052_17_06_10.jpg,6,11
1396,../../../Scenario9/unit1/camera_data/image_BS2_14053_17_06_10.jpg,7,14
1397,../../../Scenario9/unit1/camera_data/image_BS2_14054_17_06_10.jpg,9,17
1398,../../../Scenario9/unit1/camera_data/image_BS2_14055_17_06_10.jpg,9,17
1399,../../../Scenario9/unit1/camera_data/image_BS2_14056_17_06_10.jpg,11,20
1400,../../../Scenario9/unit1/camera_data/image_BS2_14057_17_06_10.jpg,11,22
1401,../../../Scenario9/unit1/camera_data/image_BS2_14058_17_06_10.jpg,13,24
1402,../../../Scenario9/unit1/camera_data/image_BS2_14059_17_06_10.jpg,14,27
1403,../../../Scenario9/unit1/camera_data/image_BS2_14060_17_06_10.jpg,15,29
1404,../../../Scenario9/unit1/camera_data/image_BS2_14061_17_06_11.jpg,16,32
1405,../../../Scenario9/unit1/camera_data/image_BS2_14062_17_06_11.jpg,18,34
1406,../../../Scenario9/unit1/camera_data/image_BS2_14063_17_06_11.jpg,19,37
1407,../../../Scenario9/unit1/camera_data/image_BS2_14064_17_06_11.jpg,20,38
1408,../../../Scenario9/unit1/camera_data/image_BS2_14065_17_06_11.jpg,20,39
1409,../../../Scenario9/unit1/camera_data/image_BS2_14066_17_06_11.jpg,22,43
1410,../../../Scenario9/unit1/camera_data/image_BS2_14067_17_06_11.jpg,23,45
1411,../../../Scenario9/unit1/camera_data/image_BS2_14068_17_06_11.jpg,24,46
1412,../../../Scenario9/unit1/camera_data/image_BS2_14069_17_06_11.jpg,25,49
1413,../../../Scenario9/unit1/camera_data/image_BS2_14070_17_06_12.jpg,26,51
1414,../../../Scenario9/unit1/camera_data/image_BS2_14071_17_06_12.jpg,26,51
1415,../../../Scenario9/unit1/camera_data/image_BS2_14072_17_06_12.jpg,28,54
1416,../../../Scenario9/unit1/camera_data/image_BS2_14073_17_06_12.jpg,28,55
1417,../../../Scenario9/unit1/camera_data/image_BS2_14074_17_06_12.jpg,28,55
1418,../../../Scenario9/unit1/camera_data/image_BS2_14075_17_06_12.jpg,29,57
1419,../../../Scenario9/unit1/camera_data/image_BS2_14076_17_06_12.jpg,29,56
1420,../../../Scenario9/unit1/camera_data/image_BS2_14077_17_06_12.jpg,30,59
1421,../../../Scenario9/unit1/camera_data/image_BS2_14078_17_06_12.jpg,30,59
1422,../../../Scenario9/unit1/camera_data/image_BS2_14079_17_06_13.jpg,30,59
1423,../../../Scenario9/unit1/camera_data/image_BS2_14080_17_06_13.jpg,31,61
1424,../../../Scenario9/unit1/camera_data/image_BS2_14081_17_06_13.jpg,31,62
1425,../../../Scenario9/unit1/camera_data/image_BS2_14082_17_06_13.jpg,31,62
1426,../../../Scenario9/unit1/camera_data/image_BS2_14083_17_06_13.jpg,32,63
1427,../../../Scenario9/unit1/camera_data/image_BS2_14084_17_06_13.jpg,32,63
1428,../../../Scenario9/unit1/camera_data/image_BS2_14085_17_06_13.jpg,32,62
1429,../../../Scenario9/unit1/camera_data/image_BS2_14658_17_07_17.jpg,8,2
1430,../../../Scenario9/unit1/camera_data/image_BS2_14659_17_07_17.jpg,2,2
1431,../../../Scenario9/unit1/camera_data/image_BS2_14660_17_07_17.jpg,2,3
1432,../../../Scenario9/unit1/camera_data/image_BS2_14661_17_07_17.jpg,2,4
1433,../../../Scenario9/unit1/camera_data/image_BS2_14662_17_07_17.jpg,2,4
1434,../../../Scenario9/unit1/camera_data/image_BS2_14663_17_07_17.jpg,3,5
1435,../../../Scenario9/unit1/camera_data/image_BS2_14664_17_07_18.jpg,4,7
1436,../../../Scenario9/unit1/camera_data/image_BS2_14665_17_07_18.jpg,4,8
1437,../../../Scenario9/unit1/camera_data/image_BS2_14666_17_07_18.jpg,6,11
1438,../../../Scenario9/unit1/camera_data/image_BS2_14667_17_07_18.jpg,6,11
1439,../../../Scenario9/unit1/camera_data/image_BS2_14668_17_07_18.jpg,7,13
1440,../../../Scenario9/unit1/camera_data/image_BS2_14669_17_07_18.jpg,9,14
1441,../../../Scenario9/unit1/camera_data/image_BS2_14670_17_07_18.jpg,9,16
1442,../../../Scenario9/unit1/camera_data/image_BS2_14671_17_07_18.jpg,10,19
1443,../../../Scenario9/unit1/camera_data/image_BS2_14672_17_07_18.jpg,11,20
1444,../../../Scenario9/unit1/camera_data/image_BS2_14673_17_07_19.jpg,12,22
1445,../../../Scenario9/unit1/camera_data/image_BS2_14674_17_07_19.jpg,13,26
1446,../../../Scenario9/unit1/camera_data/image_BS2_14675_17_07_19.jpg,14,27
1447,../../../Scenario9/unit1/camera_data/image_BS2_14676_17_07_19.jpg,15,29
1448,../../../Scenario9/unit1/camera_data/image_BS2_14677_17_07_19.jpg,16,32
1449,../../../Scenario9/unit1/camera_data/image_BS2_14678_17_07_19.jpg,17,33
1450,../../../Scenario9/unit1/camera_data/image_BS2_14679_17_07_19.jpg,19,37
1451,../../../Scenario9/unit1/camera_data/image_BS2_14680_17_07_19.jpg,20,38
1452,../../../Scenario9/unit1/camera_data/image_BS2_14681_17_07_19.jpg,20,39
1453,../../../Scenario9/unit1/camera_data/image_BS2_14682_17_07_20.jpg,22,43
1454,../../../Scenario9/unit1/camera_data/image_BS2_14683_17_07_20.jpg,23,44
1455,../../../Scenario9/unit1/camera_data/image_BS2_14684_17_07_20.jpg,24,47
1456,../../../Scenario9/unit1/camera_data/image_BS2_14685_17_07_20.jpg,25,48
1457,../../../Scenario9/unit1/camera_data/image_BS2_14686_17_07_20.jpg,26,51
1458,../../../Scenario9/unit1/camera_data/image_BS2_14687_17_07_20.jpg,27,53
1459,../../../Scenario9/unit1/camera_data/image_BS2_14688_17_07_20.jpg,27,53
1460,../../../Scenario9/unit1/camera_data/image_BS2_14689_17_07_20.jpg,28,55
1461,../../../Scenario9/unit1/camera_data/image_BS2_14690_17_07_20.jpg,28,55
1462,../../../Scenario9/unit1/camera_data/image_BS2_14691_17_07_21.jpg,30,59
1463,../../../Scenario9/unit1/camera_data/image_BS2_14692_17_07_21.jpg,30,59
1464,../../../Scenario9/unit1/camera_data/image_BS2_14693_17_07_21.jpg,29,57
1465,../../../Scenario9/unit1/camera_data/image_BS2_14694_17_07_21.jpg,30,59
1466,../../../Scenario9/unit1/camera_data/image_BS2_14695_17_07_21.jpg,31,62
1467,../../../Scenario9/unit1/camera_data/image_BS2_14696_17_07_21.jpg,31,61
1468,../../../Scenario9/unit1/camera_data/image_BS2_14697_17_07_21.jpg,31,62
1469,../../../Scenario9/unit1/camera_data/image_BS2_14698_17_07_21.jpg,31,62
1470,../../../Scenario9/unit1/camera_data/image_BS2_14699_17_07_21.jpg,32,62
1471,../../../Scenario9/unit1/camera_data/image_BS2_14937_17_07_48.jpg,8,15
1472,../../../Scenario9/unit1/camera_data/image_BS2_14938_17_07_48.jpg,2,2
1473,../../../Scenario9/unit1/camera_data/image_BS2_14939_17_07_48.jpg,2,3
1474,../../../Scenario9/unit1/camera_data/image_BS2_14940_17_07_48.jpg,2,4
1475,../../../Scenario9/unit1/camera_data/image_BS2_14941_17_07_48.jpg,2,4
1476,../../../Scenario9/unit1/camera_data/image_BS2_14942_17_07_49.jpg,3,5
1477,../../../Scenario9/unit1/camera_data/image_BS2_14943_17_07_49.jpg,4,7
1478,../../../Scenario9/unit1/camera_data/image_BS2_14944_17_07_49.jpg,6,11
1479,../../../Scenario9/unit1/camera_data/image_BS2_14945_17_07_49.jpg,7,13
1480,../../../Scenario9/unit1/camera_data/image_BS2_14946_17_07_49.jpg,7,13
1481,../../../Scenario9/unit1/camera_data/image_BS2_14947_17_07_49.jpg,9,16
1482,../../../Scenario9/unit1/camera_data/image_BS2_14948_17_07_49.jpg,9,17
1483,../../../Scenario9/unit1/camera_data/image_BS2_14949_17_07_49.jpg,11,21
1484,../../../Scenario9/unit1/camera_data/image_BS2_14950_17_07_49.jpg,12,22
1485,../../../Scenario9/unit1/camera_data/image_BS2_14951_17_07_50.jpg,13,26
1486,../../../Scenario9/unit1/camera_data/image_BS2_14952_17_07_50.jpg,15,28
1487,../../../Scenario9/unit1/camera_data/image_BS2_14953_17_07_50.jpg,16,31
1488,../../../Scenario9/unit1/camera_data/image_BS2_14954_17_07_50.jpg,17,33
1489,../../../Scenario9/unit1/camera_data/image_BS2_14955_17_07_50.jpg,19,36
1490,../../../Scenario9/unit1/camera_data/image_BS2_14956_17_07_50.jpg,20,39
1491,../../../Scenario9/unit1/camera_data/image_BS2_14957_17_07_50.jpg,20,39
1492,../../../Scenario9/unit1/camera_data/image_BS2_14958_17_07_50.jpg,22,42
1493,../../../Scenario9/unit1/camera_data/image_BS2_14959_17_07_50.jpg,23,44
1494,../../../Scenario9/unit1/camera_data/image_BS2_14960_17_07_51.jpg,24,47
1495,../../../Scenario9/unit1/camera_data/image_BS2_14961_17_07_51.jpg,25,49
1496,../../../Scenario9/unit1/camera_data/image_BS2_14962_17_07_51.jpg,25,49
1497,../../../Scenario9/unit1/camera_data/image_BS2_14963_17_07_51.jpg,27,54
1498,../../../Scenario9/unit1/camera_data/image_BS2_14964_17_07_51.jpg,26,52
1499,../../../Scenario9/unit1/camera_data/image_BS2_14965_17_07_51.jpg,28,55
1500,../../../Scenario9/unit1/camera_data/image_BS2_14966_17_07_51.jpg,30,59
1501,../../../Scenario9/unit1/camera_data/image_BS2_14967_17_07_51.jpg,29,58
1502,../../../Scenario9/unit1/camera_data/image_BS2_14968_17_07_51.jpg,30,59
1503,../../../Scenario9/unit1/camera_data/image_BS2_14969_17_07_52.jpg,30,59
1504,../../../Scenario9/unit1/camera_data/image_BS2_14970_17_07_52.jpg,31,62
1505,../../../Scenario9/unit1/camera_data/image_BS2_14971_17_07_52.jpg,32,62
1506,../../../Scenario9/unit1/camera_data/image_BS2_14972_17_07_52.jpg,31,62
1507,../../../Scenario9/unit1/camera_data/image_BS2_14973_17_07_52.jpg,31,62
1508,../../../Scenario9/unit1/camera_data/image_BS2_14974_17_07_52.jpg,32,63
1509,../../../Scenario9/unit1/camera_data/image_BS2_14975_17_07_52.jpg,32,62
1510,../../../Scenario9/unit1/camera_data/image_BS2_14976_17_07_52.jpg,32,62
1511,../../../Scenario9/unit1/camera_data/image_BS2_15240_17_08_22.jpg,8,2
1512,../../../Scenario9/unit1/camera_data/image_BS2_15241_17_08_22.jpg,2,2
1513,../../../Scenario9/unit1/camera_data/image_BS2_15242_17_08_22.jpg,2,3
1514,../../../Scenario9/unit1/camera_data/image_BS2_15243_17_08_22.jpg,2,3
1515,../../../Scenario9/unit1/camera_data/image_BS2_15244_17_08_22.jpg,2,2
1516,../../../Scenario9/unit1/camera_data/image_BS2_15245_17_08_22.jpg,3,5
1517,../../../Scenario9/unit1/camera_data/image_BS2_15246_17_08_22.jpg,4,6
1518,../../../Scenario9/unit1/camera_data/image_BS2_15247_17_08_22.jpg,5,8
1519,../../../Scenario9/unit1/camera_data/image_BS2_15248_17_08_23.jpg,6,11
1520,../../../Scenario9/unit1/camera_data/image_BS2_15249_17_08_23.jpg,6,14
1521,../../../Scenario9/unit1/camera_data/image_BS2_15250_17_08_23.jpg,7,14
1522,../../../Scenario9/unit1/camera_data/image_BS2_15251_17_08_23.jpg,9,16
1523,../../../Scenario9/unit1/camera_data/image_BS2_15252_17_08_23.jpg,9,16
1524,../../../Scenario9/unit1/camera_data/image_BS2_15253_17_08_23.jpg,11,20
1525,../../../Scenario9/unit1/camera_data/image_BS2_15254_17_08_23.jpg,12,22
1526,../../../Scenario9/unit1/camera_data/image_BS2_15255_17_08_23.jpg,13,24
1527,../../../Scenario9/unit1/camera_data/image_BS2_15256_17_08_23.jpg,14,27
1528,../../../Scenario9/unit1/camera_data/image_BS2_15257_17_08_24.jpg,15,29
1529,../../../Scenario9/unit1/camera_data/image_BS2_15258_17_08_24.jpg,17,33
1530,../../../Scenario9/unit1/camera_data/image_BS2_15259_17_08_24.jpg,17,34
1531,../../../Scenario9/unit1/camera_data/image_BS2_15260_17_08_24.jpg,19,37
1532,../../../Scenario9/unit1/camera_data/image_BS2_15261_17_08_24.jpg,20,39
1533,../../../Scenario9/unit1/camera_data/image_BS2_15262_17_08_24.jpg,21,42
1534,../../../Scenario9/unit1/camera_data/image_BS2_15263_17_08_24.jpg,22,43
1535,../../../Scenario9/unit1/camera_data/image_BS2_15264_17_08_24.jpg,23,45
1536,../../../Scenario9/unit1/camera_data/image_BS2_15265_17_08_24.jpg,24,47
1537,../../../Scenario9/unit1/camera_data/image_BS2_15266_17_08_25.jpg,25,49
1538,../../../Scenario9/unit1/camera_data/image_BS2_15267_17_08_25.jpg,26,51
1539,../../../Scenario9/unit1/camera_data/image_BS2_15268_17_08_25.jpg,26,52
1540,../../../Scenario9/unit1/camera_data/image_BS2_15269_17_08_25.jpg,28,54
1541,../../../Scenario9/unit1/camera_data/image_BS2_15270_17_08_25.jpg,28,55
1542,../../../Scenario9/unit1/camera_data/image_BS2_15271_17_08_25.jpg,29,57
1543,../../../Scenario9/unit1/camera_data/image_BS2_15272_17_08_25.jpg,29,58
1544,../../../Scenario9/unit1/camera_data/image_BS2_15273_17_08_25.jpg,30,59
1545,../../../Scenario9/unit1/camera_data/image_BS2_15274_17_08_25.jpg,30,60
1546,../../../Scenario9/unit1/camera_data/image_BS2_15275_17_08_26.jpg,30,60
1547,../../../Scenario9/unit1/camera_data/image_BS2_15276_17_08_26.jpg,29,57
1548,../../../Scenario9/unit1/camera_data/image_BS2_15277_17_08_26.jpg,31,62
1549,../../../Scenario9/unit1/camera_data/image_BS2_15278_17_08_26.jpg,32,62
1550,../../../Scenario9/unit1/camera_data/image_BS2_15279_17_08_26.jpg,31,62
1551,../../../Scenario9/unit1/camera_data/image_BS2_15280_17_08_26.jpg,31,62
1552,../../../Scenario9/unit1/camera_data/image_BS2_15281_17_08_26.jpg,32,62
1553,../../../Scenario9/unit1/camera_data/image_BS2_15533_17_08_54.jpg,8,2
1554,../../../Scenario9/unit1/camera_data/image_BS2_15534_17_08_54.jpg,8,2
1555,../../../Scenario9/unit1/camera_data/image_BS2_15535_17_08_54.jpg,2,2
1556,../../../Scenario9/unit1/camera_data/image_BS2_15536_17_08_55.jpg,2,2
1557,../../../Scenario9/unit1/camera_data/image_BS2_15537_17_08_55.jpg,2,2
1558,../../../Scenario9/unit1/camera_data/image_BS2_15538_17_08_55.jpg,2,4
1559,../../../Scenario9/unit1/camera_data/image_BS2_15539_17_08_55.jpg,3,6
1560,../../../Scenario9/unit1/camera_data/image_BS2_15540_17_08_55.jpg,4,6
1561,../../../Scenario9/unit1/camera_data/image_BS2_15541_17_08_55.jpg,4,7
1562,../../../Scenario9/unit1/camera_data/image_BS2_15542_17_08_55.jpg,6,10
1563,../../../Scenario9/unit1/camera_data/image_BS2_15543_17_08_55.jpg,6,11
1564,../../../Scenario9/unit1/camera_data/image_BS2_15544_17_08_55.jpg,7,14
1565,../../../Scenario9/unit1/camera_data/image_BS2_15545_17_08_56.jpg,9,16
1566,../../../Scenario9/unit1/camera_data/image_BS2_15546_17_08_56.jpg,9,17
1567,../../../Scenario9/unit1/camera_data/image_BS2_15547_17_08_56.jpg,10,20
1568,../../../Scenario9/unit1/camera_data/image_BS2_15548_17_08_56.jpg,11,21
1569,../../../Scenario9/unit1/camera_data/image_BS2_15549_17_08_56.jpg,12,22
1570,../../../Scenario9/unit1/camera_data/image_BS2_15550_17_08_56.jpg,13,26
1571,../../../Scenario9/unit1/camera_data/image_BS2_15551_17_08_56.jpg,14,27
1572,../../../Scenario9/unit1/camera_data/image_BS2_15552_17_08_56.jpg,15,29
1573,../../../Scenario9/unit1/camera_data/image_BS2_15553_17_08_56.jpg,17,33
1574,../../../Scenario9/unit1/camera_data/image_BS2_15554_17_08_57.jpg,18,34
1575,../../../Scenario9/unit1/camera_data/image_BS2_15555_17_08_57.jpg,19,37
1576,../../../Scenario9/unit1/camera_data/image_BS2_15556_17_08_57.jpg,20,39
1577,../../../Scenario9/unit1/camera_data/image_BS2_15557_17_08_57.jpg,21,40
1578,../../../Scenario9/unit1/camera_data/image_BS2_15558_17_08_57.jpg,22,43
1579,../../../Scenario9/unit1/camera_data/image_BS2_15559_17_08_57.jpg,23,45
1580,../../../Scenario9/unit1/camera_data/image_BS2_15560_17_08_57.jpg,24,48
1581,../../../Scenario9/unit1/camera_data/image_BS2_15561_17_08_57.jpg,25,49
1582,../../../Scenario9/unit1/camera_data/image_BS2_15562_17_08_57.jpg,26,52
1583,../../../Scenario9/unit1/camera_data/image_BS2_15563_17_08_58.jpg,26,52
1584,../../../Scenario9/unit1/camera_data/image_BS2_15564_17_08_58.jpg,28,54
1585,../../../Scenario9/unit1/camera_data/image_BS2_15565_17_08_58.jpg,28,55
1586,../../../Scenario9/unit1/camera_data/image_BS2_15566_17_08_58.jpg,28,55
1587,../../../Scenario9/unit1/camera_data/image_BS2_15567_17_08_58.jpg,30,59
1588,../../../Scenario9/unit1/camera_data/image_BS2_15568_17_08_58.jpg,30,59
1589,../../../Scenario9/unit1/camera_data/image_BS2_15569_17_08_58.jpg,30,60
1590,../../../Scenario9/unit1/camera_data/image_BS2_15570_17_08_58.jpg,31,61
1591,../../../Scenario9/unit1/camera_data/image_BS2_15571_17_08_58.jpg,31,62
1592,../../../Scenario9/unit1/camera_data/image_BS2_15572_17_08_59.jpg,32,62
1593,../../../Scenario9/unit1/camera_data/image_BS2_15573_17_08_59.jpg,32,62
1594,../../../Scenario9/unit1/camera_data/image_BS2_15574_17_08_59.jpg,32,62
1595,../../../Scenario9/unit1/camera_data/image_BS2_15906_17_09_36.jpg,8,2
1596,../../../Scenario9/unit1/camera_data/image_BS2_15907_17_09_36.jpg,8,15
1597,../../../Scenario9/unit1/camera_data/image_BS2_15908_17_09_36.jpg,2,2
1598,../../../Scenario9/unit1/camera_data/image_BS2_15909_17_09_36.jpg,8,15
1599,../../../Scenario9/unit1/camera_data/image_BS2_15910_17_09_36.jpg,2,2
1600,../../../Scenario9/unit1/camera_data/image_BS2_15911_17_09_36.jpg,2,2
1601,../../../Scenario9/unit1/camera_data/image_BS2_15912_17_09_36.jpg,2,3
1602,../../../Scenario9/unit1/camera_data/image_BS2_15913_17_09_36.jpg,2,4
1603,../../../Scenario9/unit1/camera_data/image_BS2_15914_17_09_37.jpg,3,5
1604,../../../Scenario9/unit1/camera_data/image_BS2_15915_17_09_37.jpg,4,6
1605,../../../Scenario9/unit1/camera_data/image_BS2_15916_17_09_37.jpg,3,6
1606,../../../Scenario9/unit1/camera_data/image_BS2_15917_17_09_37.jpg,4,7
1607,../../../Scenario9/unit1/camera_data/image_BS2_15918_17_09_37.jpg,6,11
1608,../../../Scenario9/unit1/camera_data/image_BS2_15919_17_09_37.jpg,4,8
1609,../../../Scenario9/unit1/camera_data/image_BS2_15920_17_09_37.jpg,6,10
1610,../../../Scenario9/unit1/camera_data/image_BS2_15921_17_09_37.jpg,6,11
1611,../../../Scenario9/unit1/camera_data/image_BS2_15922_17_09_37.jpg,7,13
1612,../../../Scenario9/unit1/camera_data/image_BS2_15923_17_09_38.jpg,7,14
1613,../../../Scenario9/unit1/camera_data/image_BS2_15924_17_09_38.jpg,9,17
1614,../../../Scenario9/unit1/camera_data/image_BS2_15925_17_09_38.jpg,9,17
1615,../../../Scenario9/unit1/camera_data/image_BS2_15926_17_09_38.jpg,9,18
1616,../../../Scenario9/unit1/camera_data/image_BS2_15927_17_09_38.jpg,11,21
1617,../../../Scenario9/unit1/camera_data/image_BS2_15928_17_09_38.jpg,11,21
1618,../../../Scenario9/unit1/camera_data/image_BS2_15929_17_09_38.jpg,12,22
1619,../../../Scenario9/unit1/camera_data/image_BS2_15930_17_09_38.jpg,12,23
1620,../../../Scenario9/unit1/camera_data/image_BS2_15931_17_09_38.jpg,14,26
1621,../../../Scenario9/unit1/camera_data/image_BS2_15932_17_09_39.jpg,14,27
1622,../../../Scenario9/unit1/camera_data/image_BS2_15933_17_09_39.jpg,15,29
1623,../../../Scenario9/unit1/camera_data/image_BS2_15934_17_09_39.jpg,15,29
1624,../../../Scenario9/unit1/camera_data/image_BS2_15935_17_09_39.jpg,17,32
1625,../../../Scenario9/unit1/camera_data/image_BS2_15936_17_09_39.jpg,17,33
1626,../../../Scenario9/unit1/camera_data/image_BS2_15937_17_09_39.jpg,19,34
1627,../../../Scenario9/unit1/camera_data/image_BS2_15938_17_09_39.jpg,19,37
1628,../../../Scenario9/unit1/camera_data/image_BS2_15939_17_09_39.jpg,20,39
1629,../../../Scenario9/unit1/camera_data/image_BS2_15940_17_09_39.jpg,20,39
1630,../../../Scenario9/unit1/camera_data/image_BS2_15941_17_09_40.jpg,21,40
1631,../../../Scenario9/unit1/camera_data/image_BS2_15942_17_09_40.jpg,22,42
1632,../../../Scenario9/unit1/camera_data/image_BS2_15943_17_09_40.jpg,22,43
1633,../../../Scenario9/unit1/camera_data/image_BS2_15944_17_09_40.jpg,23,45
1634,../../../Scenario9/unit1/camera_data/image_BS2_15945_17_09_40.jpg,23,45
1635,../../../Scenario9/unit1/camera_data/image_BS2_15946_17_09_40.jpg,24,47
1636,../../../Scenario9/unit1/camera_data/image_BS2_15947_17_09_40.jpg,24,48
1637,../../../Scenario9/unit1/camera_data/image_BS2_15948_17_09_40.jpg,25,49
1638,../../../Scenario9/unit1/camera_data/image_BS2_15949_17_09_40.jpg,26,51
1639,../../../Scenario9/unit1/camera_data/image_BS2_15950_17_09_41.jpg,26,52
1640,../../../Scenario9/unit1/camera_data/image_BS2_15951_17_09_41.jpg,26,51
1641,../../../Scenario9/unit1/camera_data/image_BS2_15952_17_09_41.jpg,27,53
1642,../../../Scenario9/unit1/camera_data/image_BS2_15953_17_09_41.jpg,27,54
1643,../../../Scenario9/unit1/camera_data/image_BS2_15954_17_09_41.jpg,28,55
1644,../../../Scenario9/unit1/camera_data/image_BS2_15955_17_09_41.jpg,28,55
1645,../../../Scenario9/unit1/camera_data/image_BS2_15956_17_09_41.jpg,28,55
1646,../../../Scenario9/unit1/camera_data/image_BS2_15957_17_09_41.jpg,28,55
1647,../../../Scenario9/unit1/camera_data/image_BS2_15958_17_09_41.jpg,29,57
1648,../../../Scenario9/unit1/camera_data/image_BS2_15959_17_09_42.jpg,30,58
1649,../../../Scenario9/unit1/camera_data/image_BS2_15960_17_09_42.jpg,30,59
1650,../../../Scenario9/unit1/camera_data/image_BS2_15961_17_09_42.jpg,30,59
1651,../../../Scenario9/unit1/camera_data/image_BS2_15962_17_09_42.jpg,30,59
1652,../../../Scenario9/unit1/camera_data/image_BS2_15963_17_09_42.jpg,30,59
1653,../../../Scenario9/unit1/camera_data/image_BS2_15964_17_09_42.jpg,31,60
1654,../../../Scenario9/unit1/camera_data/image_BS2_15965_17_09_42.jpg,32,62
1655,../../../Scenario9/unit1/camera_data/image_BS2_15966_17_09_42.jpg,31,62
1656,../../../Scenario9/unit1/camera_data/image_BS2_15967_17_09_42.jpg,31,62
1657,../../../Scenario9/unit1/camera_data/image_BS2_15968_17_09_43.jpg,32,62
1658,../../../Scenario9/unit1/camera_data/image_BS2_15969_17_09_43.jpg,32,62
1659,../../../Scenario9/unit1/camera_data/image_BS2_15970_17_09_43.jpg,32,63
1660,../../../Scenario9/unit1/camera_data/image_BS2_16256_17_10_15.jpg,8,15
1661,../../../Scenario9/unit1/camera_data/image_BS2_16257_17_10_15.jpg,2,2
1662,../../../Scenario9/unit1/camera_data/image_BS2_16258_17_10_15.jpg,2,2
1663,../../../Scenario9/unit1/camera_data/image_BS2_16259_17_10_15.jpg,2,3
1664,../../../Scenario9/unit1/camera_data/image_BS2_16260_17_10_15.jpg,2,3
1665,../../../Scenario9/unit1/camera_data/image_BS2_16261_17_10_15.jpg,2,3
1666,../../../Scenario9/unit1/camera_data/image_BS2_16262_17_10_15.jpg,4,7
1667,../../../Scenario9/unit1/camera_data/image_BS2_16263_17_10_15.jpg,3,5
1668,../../../Scenario9/unit1/camera_data/image_BS2_16264_17_10_15.jpg,4,7
1669,../../../Scenario9/unit1/camera_data/image_BS2_16265_17_10_16.jpg,6,11
1670,../../../Scenario9/unit1/camera_data/image_BS2_16266_17_10_16.jpg,7,13
