index,unit1_rgb,unit1_beam_32,unit1_beam_64
2843,../../../Scenario9/unit1/camera_data/image_BS2_24854_17_26_10.jpg,26,51
4402,../../../Scenario9/unit1/camera_data/image_BS2_36322_17_47_25.jpg,19,37
2507,../../../Scenario9/unit1/camera_data/image_BS2_22264_17_21_23.jpg,28,54
6,../../../Scenario9/unit1/camera_data/image_BS2_2685_16_45_06.jpg,2,3
706,../../../Scenario9/unit1/camera_data/image_BS2_8231_16_55_22.jpg,30,59
2804,../../../Scenario9/unit1/camera_data/image_BS2_24552_17_25_37.jpg,30,59
3371,../../../Scenario9/unit1/camera_data/image_BS2_28537_17_33_00.jpg,2,2
5254,../../../Scenario9/unit1/camera_data/image_BS2_43196_18_00_10.jpg,2,2
2895,../../../Scenario9/unit1/camera_data/image_BS2_25163_17_26_45.jpg,30,58
3646,../../../Scenario9/unit1/camera_data/image_BS2_30387_17_36_26.jpg,10,19
2723,../../../Scenario9/unit1/camera_data/image_BS2_23725_17_24_05.jpg,31,62
5070,../../../Scenario9/unit1/camera_data/image_BS2_41371_17_56_47.jpg,30,60
545,../../../Scenario9/unit1/camera_data/image_BS2_6820_16_52_46.jpg,18,34
1808,../../../Scenario9/unit1/camera_data/image_BS2_17437_17_12_26.jpg,15,29
617,../../../Scenario9/unit1/camera_data/image_BS2_7184_16_53_26.jpg,29,57
576,../../../Scenario9/unit1/camera_data/image_BS2_7143_16_53_21.jpg,2,2
1198,../../../Scenario9/unit1/camera_data/image_BS2_12167_17_02_40.jpg,15,29
2739,../../../Scenario9/unit1/camera_data/image_BS2_23989_17_24_34.jpg,8,14
549,../../../Scenario9/unit1/camera_data/image_BS2_6824_16_52_46.jpg,20,39
640,../../../Scenario9/unit1/camera_data/image_BS2_7487_16_54_00.jpg,7,14
5778,../../../Scenario9/unit1/camera_data/image_BS2_46613_18_06_29.jpg,14,26
1629,../../../Scenario9/unit1/camera_data/image_BS2_15940_17_09_39.jpg,20,39
1438,../../../Scenario9/unit1/camera_data/image_BS2_14667_17_07_18.jpg,6,11
3653,../../../Scenario9/unit1/camera_data/image_BS2_30394_17_36_26.jpg,19,34
1635,../../../Scenario9/unit1/camera_data/image_BS2_15946_17_09_40.jpg,24,47
5459,../../../Scenario9/unit1/camera_data/image_BS2_44363_18_02_19.jpg,26,51
1914,../../../Scenario9/unit1/camera_data/image_BS2_18102_17_13_40.jpg,31,62
5165,../../../Scenario9/unit1/camera_data/image_BS2_41968_17_57_53.jpg,31,62
4019,../../../Scenario9/unit1/camera_data/image_BS2_33000_17_41_16.jpg,26,62
514,../../../Scenario9/unit1/camera_data/image_BS2_6430_16_52_02.jpg,31,62
4770,../../../Scenario9/unit1/camera_data/image_BS2_38877_17_52_09.jpg,9,17
1587,../../../Scenario9/unit1/camera_data/image_BS2_15567_17_08_58.jpg,30,59
2777,../../../Scenario9/unit1/camera_data/image_BS2_24525_17_25_34.jpg,3,6
433,../../../Scenario9/unit1/camera_data/image_BS2_6056_16_51_21.jpg,12,23
2620,../../../Scenario9/unit1/camera_data/image_BS2_23156_17_23_02.jpg,17,34
589,../../../Scenario9/unit1/camera_data/image_BS2_7156_16_53_23.jpg,9,17
2403,../../../Scenario9/unit1/camera_data/image_BS2_21581_17_20_07.jpg,14,26
2148,../../../Scenario9/unit1/camera_data/image_BS2_19681_17_16_35.jpg,31,62
3721,../../../Scenario9/unit1/camera_data/image_BS2_30959_17_37_29.jpg,2,3
2364,../../../Scenario9/unit1/camera_data/image_BS2_21258_17_19_31.jpg,22,44
848,../../../Scenario9/unit1/camera_data/image_BS2_9168_16_57_07.jpg,28,54
5443,../../../Scenario9/unit1/camera_data/image_BS2_44347_18_02_18.jpg,10,20
2900,../../../Scenario9/unit1/camera_data/image_BS2_25168_17_26_45.jpg,31,62
63,../../../Scenario9/unit1/camera_data/image_BS2_3050_16_45_46.jpg,16,31
3202,../../../Scenario9/unit1/camera_data/image_BS2_27259_17_30_38.jpg,17,33
4316,../../../Scenario9/unit1/camera_data/image_BS2_35587_17_46_04.jpg,20,39
2662,../../../Scenario9/unit1/camera_data/image_BS2_23455_17_23_35.jpg,14,26
5295,../../../Scenario9/unit1/camera_data/image_BS2_43460_18_00_39.jpg,2,3
1457,../../../Scenario9/unit1/camera_data/image_BS2_14686_17_07_20.jpg,26,51
109,../../../Scenario9/unit1/camera_data/image_BS2_3315_16_46_16.jpg,30,58
518,../../../Scenario9/unit1/camera_data/image_BS2_6793_16_52_43.jpg,2,2
685,../../../Scenario9/unit1/camera_data/image_BS2_8210_16_55_20.jpg,9,17
5887,../../../Scenario9/unit1/camera_data/image_BS2_47438_18_08_01.jpg,2,3
3837,../../../Scenario9/unit1/camera_data/image_BS2_31672_17_38_48.jpg,31,62
5129,../../../Scenario9/unit1/camera_data/image_BS2_41932_17_57_49.jpg,2,4
5132,../../../Scenario9/unit1/camera_data/image_BS2_41935_17_57_49.jpg,4,7
2538,../../../Scenario9/unit1/camera_data/image_BS2_22574_17_21_57.jpg,14,26
46,../../../Scenario9/unit1/camera_data/image_BS2_3033_16_45_45.jpg,2,2
5296,../../../Scenario9/unit1/camera_data/image_BS2_43461_18_00_39.jpg,2,2
3944,../../../Scenario9/unit1/camera_data/image_BS2_32628_17_40_35.jpg,8,16
1352,../../../Scenario9/unit1/camera_data/image_BS2_13755_17_05_37.jpg,11,22
3907,../../../Scenario9/unit1/camera_data/image_BS2_32254_17_39_53.jpg,19,38
4505,../../../Scenario9/unit1/camera_data/image_BS2_36937_17_48_34.jpg,31,62
1651,../../../Scenario9/unit1/camera_data/image_BS2_15962_17_09_42.jpg,30,59
2489,../../../Scenario9/unit1/camera_data/image_BS2_22246_17_21_21.jpg,11,20
3658,../../../Scenario9/unit1/camera_data/image_BS2_30399_17_36_27.jpg,24,46
4618,../../../Scenario9/unit1/camera_data/image_BS2_37707_17_49_59.jpg,31,62
4221,../../../Scenario9/unit1/camera_data/image_BS2_34948_17_44_53.jpg,18,36
2472,../../../Scenario9/unit1/camera_data/image_BS2_21916_17_20_44.jpg,32,63
3005,../../../Scenario9/unit1/camera_data/image_BS2_26059_17_28_24.jpg,6,11
2344,../../../Scenario9/unit1/camera_data/image_BS2_21238_17_19_28.jpg,4,7
5614,../../../Scenario9/unit1/camera_data/image_BS2_45488_18_04_24.jpg,20,39
809,../../../Scenario9/unit1/camera_data/image_BS2_9129_16_57_02.jpg,8,2
5513,../../../Scenario9/unit1/camera_data/image_BS2_44904_18_03_19.jpg,2,3
1704,../../../Scenario9/unit1/camera_data/image_BS2_16300_17_10_19.jpg,32,62
2099,../../../Scenario9/unit1/camera_data/image_BS2_19632_17_16_30.jpg,4,6
1080,../../../Scenario9/unit1/camera_data/image_BS2_10823_17_00_11.jpg,23,46
2528,../../../Scenario9/unit1/camera_data/image_BS2_22564_17_21_56.jpg,4,7
1075,../../../Scenario9/unit1/camera_data/image_BS2_10818_17_00_10.jpg,19,37
3496,../../../Scenario9/unit1/camera_data/image_BS2_29189_17_34_12.jpg,31,62
1541,../../../Scenario9/unit1/camera_data/image_BS2_15270_17_08_25.jpg,28,55
5386,../../../Scenario9/unit1/camera_data/image_BS2_44040_18_01_43.jpg,2,4
349,../../../Scenario9/unit1/camera_data/image_BS2_5372_16_50_05.jpg,16,31
5802,../../../Scenario9/unit1/camera_data/image_BS2_46874_18_06_58.jpg,8,15
4063,../../../Scenario9/unit1/camera_data/image_BS2_33584_17_42_21.jpg,2,2
4520,../../../Scenario9/unit1/camera_data/image_BS2_37180_17_49_01.jpg,7,14
2951,../../../Scenario9/unit1/camera_data/image_BS2_25734_17_27_48.jpg,2,3
1792,../../../Scenario9/unit1/camera_data/image_BS2_17421_17_12_24.jpg,8,14
2415,../../../Scenario9/unit1/camera_data/image_BS2_21593_17_20_08.jpg,25,49
1272,../../../Scenario9/unit1/camera_data/image_BS2_12544_17_03_22.jpg,31,62
1495,../../../Scenario9/unit1/camera_data/image_BS2_14961_17_07_51.jpg,25,49
4246,../../../Scenario9/unit1/camera_data/image_BS2_34973_17_44_55.jpg,32,62
1057,../../../Scenario9/unit1/camera_data/image_BS2_10800_17_00_08.jpg,3,5
390,../../../Scenario9/unit1/camera_data/image_BS2_5712_16_50_42.jpg,11,22
5880,../../../Scenario9/unit1/camera_data/image_BS2_47185_18_07_33.jpg,31,62
4191,../../../Scenario9/unit1/camera_data/image_BS2_34661_17_44_21.jpg,30,60
5188,../../../Scenario9/unit1/camera_data/image_BS2_42236_17_58_23.jpg,19,38
1685,../../../Scenario9/unit1/camera_data/image_BS2_16281_17_10_17.jpg,21,40
989,../../../Scenario9/unit1/camera_data/image_BS2_10146_16_58_55.jpg,22,44
4094,../../../Scenario9/unit1/camera_data/image_BS2_33615_17_42_24.jpg,28,55
590,../../../Scenario9/unit1/camera_data/image_BS2_7157_16_53_23.jpg,9,17
5105,../../../Scenario9/unit1/camera_data/image_BS2_41665_17_57_19.jpg,20,39
702,../../../Scenario9/unit1/camera_data/image_BS2_8227_16_55_22.jpg,26,52
1883,../../../Scenario9/unit1/camera_data/image_BS2_18071_17_13_36.jpg,6,11
5037,../../../Scenario9/unit1/camera_data/image_BS2_40837_17_55_47.jpg,32,62
1922,../../../Scenario9/unit1/camera_data/image_BS2_18378_17_14_10.jpg,2,3
687,../../../Scenario9/unit1/camera_data/image_BS2_8212_16_55_20.jpg,11,22
4750,../../../Scenario9/unit1/camera_data/image_BS2_38619_17_51_41.jpg,31,60
2699,../../../Scenario9/unit1/camera_data/image_BS2_23701_17_24_02.jpg,9,17
1716,../../../Scenario9/unit1/camera_data/image_BS2_16778_17_11_13.jpg,9,17
3119,../../../Scenario9/unit1/camera_data/image_BS2_26681_17_29_34.jpg,25,49
368,../../../Scenario9/unit1/camera_data/image_BS2_5391_16_50_07.jpg,31,60
4129,../../../Scenario9/unit1/camera_data/image_BS2_33966_17_43_03.jpg,17,33
4068,../../../Scenario9/unit1/camera_data/image_BS2_33589_17_42_22.jpg,4,6
644,../../../Scenario9/unit1/camera_data/image_BS2_7491_16_54_00.jpg,11,22
4110,../../../Scenario9/unit1/camera_data/image_BS2_33947_17_43_01.jpg,2,3
5084,../../../Scenario9/unit1/camera_data/image_BS2_41644_17_57_17.jpg,3,6
1772,../../../Scenario9/unit1/camera_data/image_BS2_17093_17_11_48.jpg,24,47
2077,../../../Scenario9/unit1/camera_data/image_BS2_19353_17_15_59.jpg,29,58
1020,../../../Scenario9/unit1/camera_data/image_BS2_10468_16_59_31.jpg,8,14
5943,../../../Scenario9/unit1/camera_data/image_BS2_47744_18_08_35.jpg,17,34
5362,../../../Scenario9/unit1/camera_data/image_BS2_43748_18_01_11.jpg,23,45
4518,../../../Scenario9/unit1/camera_data/image_BS2_37178_17_49_01.jpg,6,11
4108,../../../Scenario9/unit1/camera_data/image_BS2_33945_17_43_01.jpg,2,2
2856,../../../Scenario9/unit1/camera_data/image_BS2_24867_17_26_12.jpg,32,62
3476,../../../Scenario9/unit1/camera_data/image_BS2_29169_17_34_10.jpg,15,29
55,../../../Scenario9/unit1/camera_data/image_BS2_3042_16_45_46.jpg,7,13
4142,../../../Scenario9/unit1/camera_data/image_BS2_33979_17_43_05.jpg,28,55
95,../../../Scenario9/unit1/camera_data/image_BS2_3301_16_46_14.jpg,12,23
4930,../../../Scenario9/unit1/camera_data/image_BS2_40308_17_54_49.jpg,9,17
4796,../../../Scenario9/unit1/camera_data/image_BS2_38903_17_52_12.jpg,32,62
2968,../../../Scenario9/unit1/camera_data/image_BS2_25751_17_27_50.jpg,19,36
1774,../../../Scenario9/unit1/camera_data/image_BS2_17095_17_11_48.jpg,26,52
2852,../../../Scenario9/unit1/camera_data/image_BS2_24863_17_26_11.jpg,31,62
3330,../../../Scenario9/unit1/camera_data/image_BS2_28245_17_32_27.jpg,4,6
1458,../../../Scenario9/unit1/camera_data/image_BS2_14687_17_07_20.jpg,27,53
3790,../../../Scenario9/unit1/camera_data/image_BS2_31298_17_38_07.jpg,31,62
2712,../../../Scenario9/unit1/camera_data/image_BS2_23714_17_24_04.jpg,23,45
5143,../../../Scenario9/unit1/camera_data/image_BS2_41946_17_57_51.jpg,14,27
1449,../../../Scenario9/unit1/camera_data/image_BS2_14678_17_07_19.jpg,17,33
1516,../../../Scenario9/unit1/camera_data/image_BS2_15245_17_08_22.jpg,3,5
1417,../../../Scenario9/unit1/camera_data/image_BS2_14074_17_06_12.jpg,28,55
3124,../../../Scenario9/unit1/camera_data/image_BS2_26686_17_29_34.jpg,28,55
1797,../../../Scenario9/unit1/camera_data/image_BS2_17426_17_12_25.jpg,3,5
2729,../../../Scenario9/unit1/camera_data/image_BS2_23979_17_24_33.jpg,2,2
3612,../../../Scenario9/unit1/camera_data/image_BS2_30100_17_35_54.jpg,16,31
5367,../../../Scenario9/unit1/camera_data/image_BS2_43753_18_01_11.jpg,26,51
350,../../../Scenario9/unit1/camera_data/image_BS2_5373_16_50_05.jpg,17,33
1785,../../../Scenario9/unit1/camera_data/image_BS2_17106_17_11_49.jpg,31,62
3818,../../../Scenario9/unit1/camera_data/image_BS2_31653_17_38_46.jpg,18,34
2705,../../../Scenario9/unit1/camera_data/image_BS2_23707_17_24_03.jpg,15,29
245,../../../Scenario9/unit1/camera_data/image_BS2_4511_16_48_29.jpg,24,46
960,../../../Scenario9/unit1/camera_data/image_BS2_10117_16_58_52.jpg,2,2
435,../../../Scenario9/unit1/camera_data/image_BS2_6058_16_51_21.jpg,15,29
3250,../../../Scenario9/unit1/camera_data/image_BS2_27624_17_31_18.jpg,18,35
4780,../../../Scenario9/unit1/camera_data/image_BS2_38887_17_52_11.jpg,20,39
4137,../../../Scenario9/unit1/camera_data/image_BS2_33974_17_43_04.jpg,25,49
4385,../../../Scenario9/unit1/camera_data/image_BS2_36305_17_47_23.jpg,2,2
3604,../../../Scenario9/unit1/camera_data/image_BS2_30092_17_35_53.jpg,8,14
3054,../../../Scenario9/unit1/camera_data/image_BS2_26389_17_29_01.jpg,2,4
3359,../../../Scenario9/unit1/camera_data/image_BS2_28274_17_32_31.jpg,30,58
1322,../../../Scenario9/unit1/camera_data/image_BS2_13257_17_04_41.jpg,28,54
712,../../../Scenario9/unit1/camera_data/image_BS2_8237_16_55_23.jpg,31,62
2098,../../../Scenario9/unit1/camera_data/image_BS2_19631_17_16_30.jpg,2,3
2293,../../../Scenario9/unit1/camera_data/image_BS2_20677_17_18_26.jpg,31,62
496,../../../Scenario9/unit1/camera_data/image_BS2_6412_16_52_00.jpg,24,46
601,../../../Scenario9/unit1/camera_data/image_BS2_7168_16_53_24.jpg,19,37
2821,../../../Scenario9/unit1/camera_data/image_BS2_24832_17_26_08.jpg,4,7
4709,../../../Scenario9/unit1/camera_data/image_BS2_38296_17_51_05.jpg,31,62
841,../../../Scenario9/unit1/camera_data/image_BS2_9161_16_57_06.jpg,22,44
3952,../../../Scenario9/unit1/camera_data/image_BS2_32636_17_40_36.jpg,15,29
1288,../../../Scenario9/unit1/camera_data/image_BS2_13223_17_04_37.jpg,3,6
4567,../../../Scenario9/unit1/camera_data/image_BS2_37429_17_49_28.jpg,17,34
4173,../../../Scenario9/unit1/camera_data/image_BS2_34643_17_44_19.jpg,16,31
907,../../../Scenario9/unit1/camera_data/image_BS2_9491_16_57_42.jpg,31,62
5006,../../../Scenario9/unit1/camera_data/image_BS2_40806_17_55_44.jpg,6,8
1500,../../../Scenario9/unit1/camera_data/image_BS2_14966_17_07_51.jpg,30,59
4767,../../../Scenario9/unit1/camera_data/image_BS2_38874_17_52_09.jpg,6,11
4926,../../../Scenario9/unit1/camera_data/image_BS2_40304_17_54_48.jpg,6,11
5549,../../../Scenario9/unit1/camera_data/image_BS2_45179_18_03_50.jpg,2,2
5785,../../../Scenario9/unit1/camera_data/image_BS2_46620_18_06_30.jpg,23,44
564,../../../Scenario9/unit1/camera_data/image_BS2_6839_16_52_48.jpg,30,59
4707,../../../Scenario9/unit1/camera_data/image_BS2_38294_17_51_05.jpg,31,60
2069,../../../Scenario9/unit1/camera_data/image_BS2_19345_17_15_58.jpg,22,42
3385,../../../Scenario9/unit1/camera_data/image_BS2_28551_17_33_01.jpg,12,23
5348,../../../Scenario9/unit1/camera_data/image_BS2_43734_18_01_09.jpg,11,21
3243,../../../Scenario9/unit1/camera_data/image_BS2_27617_17_31_18.jpg,11,21
597,../../../Scenario9/unit1/camera_data/image_BS2_7164_16_53_24.jpg,15,29
941,../../../Scenario9/unit1/camera_data/image_BS2_9829_16_58_20.jpg,23,45
1310,../../../Scenario9/unit1/camera_data/image_BS2_13245_17_04_40.jpg,19,37
1823,../../../Scenario9/unit1/camera_data/image_BS2_17452_17_12_28.jpg,30,59
1937,../../../Scenario9/unit1/camera_data/image_BS2_18393_17_14_12.jpg,19,37
1529,../../../Scenario9/unit1/camera_data/image_BS2_15258_17_08_24.jpg,17,33
840,../../../Scenario9/unit1/camera_data/image_BS2_9160_16_57_06.jpg,22,42
345,../../../Scenario9/unit1/camera_data/image_BS2_5368_16_50_04.jpg,12,22
2238,../../../Scenario9/unit1/camera_data/image_BS2_20324_17_17_47.jpg,31,60
2258,../../../Scenario9/unit1/camera_data/image_BS2_20642_17_18_22.jpg,6,11
779,../../../Scenario9/unit1/camera_data/image_BS2_8791_16_56_25.jpg,14,28
4414,../../../Scenario9/unit1/camera_data/image_BS2_36334_17_47_27.jpg,30,59
5534,../../../Scenario9/unit1/camera_data/image_BS2_44925_18_03_22.jpg,25,49
5178,../../../Scenario9/unit1/camera_data/image_BS2_42226_17_58_22.jpg,8,14
858,../../../Scenario9/unit1/camera_data/image_BS2_9178_16_57_08.jpg,31,62
3277,../../../Scenario9/unit1/camera_data/image_BS2_27919_17_31_51.jpg,2,2
3075,../../../Scenario9/unit1/camera_data/image_BS2_26410_17_29_03.jpg,23,42
4650,../../../Scenario9/unit1/camera_data/image_BS2_37960_17_50_27.jpg,26,51
4695,../../../Scenario9/unit1/camera_data/image_BS2_38282_17_51_03.jpg,24,47
5357,../../../Scenario9/unit1/camera_data/image_BS2_43743_18_01_10.jpg,20,38
5489,../../../Scenario9/unit1/camera_data/image_BS2_44649_18_02_51.jpg,17,34
727,../../../Scenario9/unit1/camera_data/image_BS2_8506_16_55_53.jpg,9,16
1750,../../../Scenario9/unit1/camera_data/image_BS2_17071_17_11_45.jpg,4,7
5149,../../../Scenario9/unit1/camera_data/image_BS2_41952_17_57_51.jpg,20,39
3163,../../../Scenario9/unit1/camera_data/image_BS2_26969_17_30_06.jpg,22,43
1329,../../../Scenario9/unit1/camera_data/image_BS2_13264_17_04_42.jpg,31,60
276,../../../Scenario9/unit1/camera_data/image_BS2_4790_16_49_00.jpg,17,33
1828,../../../Scenario9/unit1/camera_data/image_BS2_17717_17_12_57.jpg,2,2
2930,../../../Scenario9/unit1/camera_data/image_BS2_25447_17_27_16.jpg,23,45
2568,../../../Scenario9/unit1/camera_data/image_BS2_22868_17_22_30.jpg,2,4
1724,../../../Scenario9/unit1/camera_data/image_BS2_16786_17_11_14.jpg,19,38
2939,../../../Scenario9/unit1/camera_data/image_BS2_25456_17_27_17.jpg,30,59
2858,../../../Scenario9/unit1/camera_data/image_BS2_25126_17_26_41.jpg,8,15
4640,../../../Scenario9/unit1/camera_data/image_BS2_37950_17_50_26.jpg,17,36
1103,../../../Scenario9/unit1/camera_data/image_BS2_11113_17_00_43.jpg,3,4
330,../../../Scenario9/unit1/camera_data/image_BS2_5353_16_50_02.jpg,2,2
4786,../../../Scenario9/unit1/camera_data/image_BS2_38893_17_52_11.jpg,26,48
4679,../../../Scenario9/unit1/camera_data/image_BS2_38266_17_51_01.jpg,10,19
1653,../../../Scenario9/unit1/camera_data/image_BS2_15964_17_09_42.jpg,31,60
3416,../../../Scenario9/unit1/camera_data/image_BS2_28856_17_33_35.jpg,2,3
2635,../../../Scenario9/unit1/camera_data/image_BS2_23171_17_23_03.jpg,31,62
4338,../../../Scenario9/unit1/camera_data/image_BS2_35889_17_46_37.jpg,2,2
3870,../../../Scenario9/unit1/camera_data/image_BS2_31960_17_39_20.jpg,26,51
5759,../../../Scenario9/unit1/camera_data/image_BS2_46340_18_05_59.jpg,30,59
997,../../../Scenario9/unit1/camera_data/image_BS2_10154_16_58_56.jpg,28,55
3302,../../../Scenario9/unit1/camera_data/image_BS2_27944_17_31_54.jpg,23,44
4914,../../../Scenario9/unit1/camera_data/image_BS2_40067_17_54_22.jpg,31,62
797,../../../Scenario9/unit1/camera_data/image_BS2_8809_16_56_27.jpg,28,55
124,../../../Scenario9/unit1/camera_data/image_BS2_3591_16_46_47.jpg,6,11
1305,../../../Scenario9/unit1/camera_data/image_BS2_13240_17_04_39.jpg,14,27
2556,../../../Scenario9/unit1/camera_data/image_BS2_22592_17_21_59.jpg,30,59
4087,../../../Scenario9/unit1/camera_data/image_BS2_33608_17_42_24.jpg,22,43
4347,../../../Scenario9/unit1/camera_data/image_BS2_35898_17_46_38.jpg,7,14
2578,../../../Scenario9/unit1/camera_data/image_BS2_22878_17_22_31.jpg,11,20
4504,../../../Scenario9/unit1/camera_data/image_BS2_36936_17_48_34.jpg,31,61
4222,../../../Scenario9/unit1/camera_data/image_BS2_34949_17_44_53.jpg,20,39
3608,../../../Scenario9/unit1/camera_data/image_BS2_30096_17_35_53.jpg,12,22
2585,../../../Scenario9/unit1/camera_data/image_BS2_22885_17_22_32.jpg,19,37
5466,../../../Scenario9/unit1/camera_data/image_BS2_44370_18_02_20.jpg,30,59
3867,../../../Scenario9/unit1/camera_data/image_BS2_31957_17_39_20.jpg,24,48
5634,../../../Scenario9/unit1/camera_data/image_BS2_45744_18_04_53.jpg,2,2
1052,../../../Scenario9/unit1/camera_data/image_BS2_10795_17_00_07.jpg,8,2
3421,../../../Scenario9/unit1/camera_data/image_BS2_28861_17_33_36.jpg,5,9
5518,../../../Scenario9/unit1/camera_data/image_BS2_44909_18_03_20.jpg,7,13
3678,../../../Scenario9/unit1/camera_data/image_BS2_30674_17_36_57.jpg,2,4
2579,../../../Scenario9/unit1/camera_data/image_BS2_22879_17_22_31.jpg,11,21
4692,../../../Scenario9/unit1/camera_data/image_BS2_38279_17_51_03.jpg,23,44
611,../../../Scenario9/unit1/camera_data/image_BS2_7178_16_53_25.jpg,26,51
4763,../../../Scenario9/unit1/camera_data/image_BS2_38870_17_52_09.jpg,3,6
4741,../../../Scenario9/unit1/camera_data/image_BS2_38610_17_51_40.jpg,25,49
5960,../../../Scenario9/unit1/camera_data/image_BS2_47761_18_08_37.jpg,31,62
561,../../../Scenario9/unit1/camera_data/image_BS2_6836_16_52_47.jpg,28,55
1942,../../../Scenario9/unit1/camera_data/image_BS2_18398_17_14_13.jpg,24,47
2452,../../../Scenario9/unit1/camera_data/image_BS2_21896_17_20_42.jpg,21,42
718,../../../Scenario9/unit1/camera_data/image_BS2_8497_16_55_52.jpg,2,2
3211,../../../Scenario9/unit1/camera_data/image_BS2_27268_17_30_39.jpg,24,47
3783,../../../Scenario9/unit1/camera_data/image_BS2_31291_17_38_06.jpg,26,51
3685,../../../Scenario9/unit1/camera_data/image_BS2_30681_17_36_58.jpg,6,11
2091,../../../Scenario9/unit1/camera_data/image_BS2_19624_17_16_29.jpg,8,2
2749,../../../Scenario9/unit1/camera_data/image_BS2_23999_17_24_35.jpg,19,38
4490,../../../Scenario9/unit1/camera_data/image_BS2_36922_17_48_32.jpg,19,37
1749,../../../Scenario9/unit1/camera_data/image_BS2_17070_17_11_45.jpg,4,7
4355,../../../Scenario9/unit1/camera_data/image_BS2_35906_17_46_39.jpg,15,29
3444,../../../Scenario9/unit1/camera_data/image_BS2_28884_17_33_38.jpg,27,54
2607,../../../Scenario9/unit1/camera_data/image_BS2_23143_17_23_00.jpg,3,4
5089,../../../Scenario9/unit1/camera_data/image_BS2_41649_17_57_18.jpg,6,11
5761,../../../Scenario9/unit1/camera_data/image_BS2_46342_18_05_59.jpg,32,62
4570,../../../Scenario9/unit1/camera_data/image_BS2_37432_17_49_29.jpg,21,42
2785,../../../Scenario9/unit1/camera_data/image_BS2_24533_17_25_35.jpg,12,23
101,../../../Scenario9/unit1/camera_data/image_BS2_3307_16_46_15.jpg,21,41
4010,../../../Scenario9/unit1/camera_data/image_BS2_32991_17_41_15.jpg,28,54
5212,../../../Scenario9/unit1/camera_data/image_BS2_42497_17_58_52.jpg,2,3
4542,../../../Scenario9/unit1/camera_data/image_BS2_37202_17_49_03.jpg,28,55
2909,../../../Scenario9/unit1/camera_data/image_BS2_25426_17_27_14.jpg,2,3
1163,../../../Scenario9/unit1/camera_data/image_BS2_11466_17_01_22.jpg,25,49
4888,../../../Scenario9/unit1/camera_data/image_BS2_40041_17_54_19.jpg,9,17
3625,../../../Scenario9/unit1/camera_data/image_BS2_30113_17_35_55.jpg,28,56
1248,../../../Scenario9/unit1/camera_data/image_BS2_12520_17_03_19.jpg,17,32
3848,../../../Scenario9/unit1/camera_data/image_BS2_31938_17_39_18.jpg,4,7
3578,../../../Scenario9/unit1/camera_data/image_BS2_29832_17_35_24.jpg,27,54
211,../../../Scenario9/unit1/camera_data/image_BS2_4234_16_47_58.jpg,26,52
3781,../../../Scenario9/unit1/camera_data/image_BS2_31289_17_38_06.jpg,24,48
3080,../../../Scenario9/unit1/camera_data/image_BS2_26415_17_29_04.jpg,26,51
5727,../../../Scenario9/unit1/camera_data/image_BS2_46308_18_05_56.jpg,6,12
3000,../../../Scenario9/unit1/camera_data/image_BS2_26054_17_28_24.jpg,4,7
3136,../../../Scenario9/unit1/camera_data/image_BS2_26942_17_30_03.jpg,2,2
2024,../../../Scenario9/unit1/camera_data/image_BS2_19038_17_15_24.jpg,20,39
1535,../../../Scenario9/unit1/camera_data/image_BS2_15264_17_08_24.jpg,23,45
3528,../../../Scenario9/unit1/camera_data/image_BS2_29529_17_34_50.jpg,24,48
1006,../../../Scenario9/unit1/camera_data/image_BS2_10163_16_58_57.jpg,32,62
4975,../../../Scenario9/unit1/camera_data/image_BS2_40575_17_55_18.jpg,12,23
1736,../../../Scenario9/unit1/camera_data/image_BS2_16798_17_11_15.jpg,31,62
5141,../../../Scenario9/unit1/camera_data/image_BS2_41944_17_57_50.jpg,12,23
3286,../../../Scenario9/unit1/camera_data/image_BS2_27928_17_31_52.jpg,7,13
3691,../../../Scenario9/unit1/camera_data/image_BS2_30687_17_36_59.jpg,11,22
5823,../../../Scenario9/unit1/camera_data/image_BS2_46895_18_07_01.jpg,24,36
2243,../../../Scenario9/unit1/camera_data/image_BS2_20329_17_17_47.jpg,32,62
2882,../../../Scenario9/unit1/camera_data/image_BS2_25150_17_26_43.jpg,19,37
1778,../../../Scenario9/unit1/camera_data/image_BS2_17099_17_11_48.jpg,28,55
4598,../../../Scenario9/unit1/camera_data/image_BS2_37687_17_49_57.jpg,9,17
373,../../../Scenario9/unit1/camera_data/image_BS2_5396_16_50_07.jpg,32,62
3393,../../../Scenario9/unit1/camera_data/image_BS2_28559_17_33_02.jpg,22,42
3793,../../../Scenario9/unit1/camera_data/image_BS2_31301_17_38_07.jpg,32,62
5347,../../../Scenario9/unit1/camera_data/image_BS2_43733_18_01_09.jpg,11,20
3208,../../../Scenario9/unit1/camera_data/image_BS2_27265_17_30_38.jpg,22,43
4301,../../../Scenario9/unit1/camera_data/image_BS2_35572_17_46_02.jpg,3,6
2012,../../../Scenario9/unit1/camera_data/image_BS2_19026_17_15_23.jpg,7,14
2094,../../../Scenario9/unit1/camera_data/image_BS2_19627_17_16_29.jpg,2,2
835,../../../Scenario9/unit1/camera_data/image_BS2_9155_16_57_05.jpg,18,34
4669,../../../Scenario9/unit1/camera_data/image_BS2_38256_17_51_00.jpg,2,2
4321,../../../Scenario9/unit1/camera_data/image_BS2_35592_17_46_04.jpg,25,49
