index,unit2_pos,unit1_beam_32,unit1_beam_64
1503,"[0.6663738974458978, 0.6511976047867037]",30,59
1504,"[0.6591044999236588, 0.6501996008539229]",31,62
1505,"[0.652096725970858, 0.6497005987457077]",32,62
1506,"[0.6453318881754515, 0.6482035929174491]",31,62
1507,"[0.6388286739362048, 0.6472055888428435]",31,62
1508,"[0.6325870832663962, 0.6457085828727599]",32,63
1509,"[0.6265697413684946, 0.6437125748653736]",32,62
1510,"[0.6208327104122402, 0.6417165669288997]",32,62
1511,"[0.9325758708311204, 0.6846307385204063]",8,2
1512,"[0.9252877859101161, 0.6881237524978762]",2,2
1513,"[0.9179249514073281, 0.6911177645089557]",2,3
1514,"[0.9105060547082439, 0.6936127744118199]",2,3
1515,"[0.9030124084273761, 0.6951097805237284]",2,2
1516,"[0.895425325152681, 0.6966067864228994]",3,5
1517,"[0.8877821796949678, 0.6971057883892898]",4,6
1518,"[0.8800642846421928, 0.6971057883892898]",5,8
1519,"[0.8724024517857142, 0.7000998004712817]",6,11
1520,"[0.8644603079610321, 0.7030938124114489]",6,14
1521,"[0.8565181641496282, 0.7060878243516159]",7,14
1522,"[0.8485947077237116, 0.7090818363626954]",9,16
1523,"[0.8406899386965604, 0.7115768463364721]",9,16
1524,"[0.8327851696826873, 0.7145708583475516]",11,20
1525,"[0.824917775453067, 0.7175648702877186]",12,22
1526,"[0.8170503812234466, 0.7205588822278857]",13,24
1527,"[0.8092016743925918, 0.7235528942389652]",14,27
1528,"[0.8011287187898298, 0.7265469061791322]",15,29
1529,"[0.7932800119589749, 0.7275449102537379]",17,33
1530,"[0.7853752429318237, 0.7280439122201282]",17,34
1531,"[0.777395724322889, 0.7290419162238214]",19,37
1532,"[0.7693414561188924, 0.7300399201566021]",20,39
1533,"[0.761249813117365, 0.7310379240893828]",21,42
1534,"[0.7530834205340539, 0.7320359281639884]",22,43
1535,"[0.7448609657677248, 0.7330339321676816]",23,45
1536,"[0.7365637613930556, 0.7340319362422872]",24,47
1537,"[0.7280983704560539, 0.7365269461451515]",25,49
1538,"[0.7197077291008357, 0.7405189620890117]",26,51
1539,"[0.7115226491187592, 0.7430139721337008]",26,52
1540,"[0.7035057557122936, 0.744011976137394]",28,54
1541,"[0.6956944236789695, 0.744011976137394]",28,55
1542,"[0.688088653005509, 0.7430139721337008]",29,57
1543,"[0.6806510689209375, 0.7410179640554021]",29,58
1544,"[0.6734003587974641, 0.7375249501488447]",30,59
1545,"[0.6663552100471323, 0.7325349302012912]",30,60
1546,"[0.6595903722517258, 0.7275449102537379]",30,60
1547,"[0.6528815966526157, 0.7235528942389652]",29,57
1548,"[0.6464157572108998, 0.7190618763287147]",31,62
1549,"[0.6402115413386221, 0.7145708583475516]",32,62
1550,"[0.6342315742249733, 0.7095808383290857]",31,62
1551,"[0.6285319180662498, 0.7045908183815324]",31,62
1552,"[0.6230565106927115, 0.6991017964675886]",32,62
1553,"[0.9302586335701001, 0.6741516966589092]",8,2
1554,"[0.9239236059197424, 0.6756487026289927]",8,2
1555,"[0.9174951412755575, 0.6771457086699887]",2,2
1556,"[0.9108984900557618, 0.6761477045953831]",2,2
1557,"[0.904470025411577, 0.6746506986252996]",2,2
1558,"[0.897948123786843, 0.6741516966589092]",2,4
1559,"[0.8913140977695164, 0.6731536925843036]",3,6
1560,"[0.8846053221704062, 0.6726546906179133]",4,6
1561,"[0.8777844221787034, 0.6726546906179133]",4,7
1562,"[0.8708700852064516, 0.6726546906179133]",6,10
1563,"[0.8638809986524161, 0.6731536925843036]",6,11
1564,"[0.856779787705788, 0.673652694550694]",7,14
1565,"[0.8493982658042346, 0.6741516966589092]",9,16
1566,"[0.8422596800733538, 0.6761477045953831]",9,17
1567,"[0.8350463447474114, 0.6776447105654666]",10,20
1568,"[0.8277582598264069, 0.6791417166064626]",11,21
1569,"[0.8203954253236191, 0.6801397206101557]",12,22
1570,"[0.8129578412257693, 0.6816367266511517]",13,26
1571,"[0.8054641949449015, 0.6821357286175421]",14,27
1572,"[0.7978957990689719, 0.6831337325503228]",15,29
1573,"[0.7902339662124933, 0.6831337325503228]",17,33
1574,"[0.7828150695134091, 0.6836327345167131]",18,34
1575,"[0.7751906114544613, 0.6846307385204063]",19,37
1576,"[0.7675287785847045, 0.6856287425950119]",20,39
1577,"[0.7598108835319295, 0.6861277445614024]",21,40
1578,"[0.7520743010936672, 0.6866267464568803]",22,43
1579,"[0.7442816564458306, 0.6876247505314859]",23,45
1580,"[0.7364516370137412, 0.6881237524978762]",24,48
1581,"[0.7285655553853554, 0.6886227544642666]",25,49
1582,"[0.7206607863582042, 0.6886227544642666]",26,52
1583,"[0.7130923904822746, 0.6896207584679598]",26,52
1584,"[0.7054118702270304, 0.6891217565015694]",28,54
1585,"[0.6978808491486317, 0.6886227544642666]",28,55
1586,"[0.6905180146458438, 0.6876247505314859]",28,55
1587,"[0.6833420541174321, 0.6861277445614024]",30,59
1588,"[0.6763155927658658, 0.6846307385204063]",30,59
1589,"[0.6694760053753975, 0.6821357286175421]",30,60
1590,"[0.6628046045738183, 0.6796407185728529]",31,61
1591,"[0.6563013903345716, 0.6766467067035984]",31,62
1592,"[0.6501345492598247, 0.6766467067035984]",32,62
1593,"[0.6443040813230213, 0.6741516966589092]",32,62
1594,"[0.6388099865374394, 0.6716566866851325]",32,62
1595,"[0.9555053072175381, 0.6686626746031405]",8,2
1596,"[0.9505531469563195, 0.6656686627338859]",8,15
1597,"[0.945600986695101, 0.6626746507228064]",2,2
1598,"[0.9405927642375861, 0.6601796407490298]",8,15
1599,"[0.9355658543813057, 0.658183632670731]",2,2
1600,"[0.9305202571395381, 0.6566866268424724]",2,2
1601,"[0.9254559724857269, 0.6551896208014764]",2,3
1602,"[0.9203356256488975, 0.6541916167977831]",2,4
1603,"[0.9151592166157717, 0.6536926148313928]",3,5
1604,"[0.9099641201971588, 0.6551896208014764]",4,6
1605,"[0.9047503363665022, 0.6561876247342571]",3,6
1606,"[0.8995365525491238, 0.6571856288088627]",4,7
1607,"[0.8943227687184672, 0.658183632670731]",6,11
1608,"[0.8890902975023233, 0.6586826347789462]",4,8
1609,"[0.8838578262729012, 0.6591816367453366]",6,10
1610,"[0.8786253550567574, 0.659680638711727]",6,11
1611,"[0.8733741964418481, 0.659680638711727]",7,13
1612,"[0.8681604126111915, 0.6621756487564161]",7,14
1613,"[0.8629653161925785, 0.6636726546555871]",9,17
1614,"[0.8577702197606873, 0.6651696607674956]",9,17
1615,"[0.8525938107275617, 0.6666666667375791]",9,18
1616,"[0.8473987143089488, 0.6681636726367501]",11,21
1617,"[0.8422409926613103, 0.6696606786068338]",11,21
1618,"[0.8370645836414627, 0.6711576846478297]",12,22
1619,"[0.8319068620071024, 0.6726546906179133]",12,23
1620,"[0.8267491403727422, 0.6741516966589092]",14,26
1621,"[0.8220772910664489, 0.6676646706703598]",14,27
1622,"[0.8168821946478358, 0.6681636726367501]",15,29
1623,"[0.8116684108171793, 0.6686626746031405]",15,29
1624,"[0.8064359396010354, 0.6691616766404433]",17,32
1625,"[0.8012221557703788, 0.6696606786068338]",17,33
1626,"[0.795989684554235, 0.6701596807150489]",19,34
1627,"[0.7907572133380911, 0.6706586826814394]",19,37
1628,"[0.7855060547099036, 0.6711576846478297]",20,39
1629,"[0.7802735834937597, 0.6711576846478297]",20,39
1630,"[0.7748729256887269, 0.6706586826814394]",21,40
1631,"[0.7696404544725831, 0.6711576846478297]",22,42
1632,"[0.7643706084589084, 0.6711576846478297]",22,43
1633,"[0.7590820750464682, 0.6716566866851325]",23,45
1634,"[0.753793541634028, 0.6716566866851325]",23,45
1635,"[0.7484863208228224, 0.6716566866851325]",24,47
1636,"[0.7431604126128513, 0.6721556886515229]",24,48
1637,"[0.7378158170041148, 0.6721556886515229]",25,49
1638,"[0.732452534009891, 0.6721556886515229]",26,51
1639,"[0.7277059351085359, 0.6716566866851325]",26,52
1640,"[0.7232022723778534, 0.6706586826814394]",26,51
1641,"[0.7188667962227817, 0.6686626746031405]",27,53
1642,"[0.7147181940420863, 0.6671656687039694]",27,54
1643,"[0.7107751532345324, 0.6646706586592803]",28,55
1644,"[0.7070189863880767, 0.6621756487564161]",28,55
1645,"[0.7034310061305099, 0.6591816367453366]",28,55
1646,"[0.7000485872328067, 0.6561876247342571]",28,55
1647,"[0.6968530423094796, 0.6526946107567873]",29,57
1648,"[0.6940125579228615, 0.6492015967793173]",30,58
1649,"[0.6910412617714417, 0.6452095809063696]",30,59
1650,"[0.688088653005509, 0.6412175648206845]",30,59
1651,"[0.6851734190371073, 0.6367265469813463]",30,59
1652,"[0.6822768724807492, 0.6317365269628805]",30,59
1653,"[0.6793990132966001, 0.6267465070153271]",31,60
1654,"[0.6765585289232602, 0.6212574849595585]",32,62
1655,"[0.6737367319486857, 0.6157684630456147]",31,62
1656,"[0.6709523097583638, 0.6097804391652806]",31,62
1657,"[0.6680370757899621, 0.6027944112103408]",32,62
1658,"[0.6652152788153877, 0.5953093812180983]",32,62
1659,"[0.6625056062201276, 0.586826347293075]",32,63
1660,"[0.9344446105483264, 0.777944111837487]",8,15
1661,"[0.9283151442578322, 0.777944111837487]",2,2
1662,"[0.922092240986789, 0.777944111837487]",2,2
1663,"[0.915794588120684, 0.777944111837487]",2,3
1664,"[0.90940349827403, 0.777944111837487]",2,3
1665,"[0.9029002840480616, 0.7774451098001842]",2,3
1666,"[0.8963223202270313, 0.7769461078337938]",4,7
1667,"[0.8896509194121739, 0.7759481037591882]",3,5
1668,"[0.8829047690155328, 0.7749500998264075]",4,7
1669,"[0.875859620265201, 0.777944111837487]",6,11
1670,"[0.8689452832929492, 0.7789421157702677]",7,13
1671,"[0.8619561967389138, 0.7804391218112637]",7,14
1672,"[0.854911047988582, 0.7819361277813472]",9,14
1673,"[0.8478285244407193, 0.782934131714128]",9,16
1674,"[0.8406712512977949, 0.7839321357178212]",9,18
1675,"[0.8334766033706178, 0.7854291417588171]",10,20
1676,"[0.8262072058616571, 0.7864271457625103]",11,21
1677,"[0.8189004335418872, 0.787425149695291]",12,24
1678,"[0.8110330393255452, 0.788922155736287]",14,26
1679,"[0.8035954552276955, 0.7909181636727608]",15,29
1680,"[0.7961578711298458, 0.7924151696428444]",15,29
1681,"[0.788720287031996, 0.7934131735756251]",17,33
1682,"[0.7812827029474246, 0.7944111776502307]",18,34
1683,"[0.7738451188495749, 0.7944111776502307]",19,38
1684,"[0.7664075347517252, 0.7944111776502307]",20,39
1685,"[0.7589886380526409, 0.7939121756838403]",21,40
1686,"[0.7515510539680694, 0.7929141716092347]",22,43
1687,"[0.7441134698702198, 0.791916167676454]",23,45
1688,"[0.7364516370137412, 0.7924151696428444]",24,47
1689,"[0.7288084915560279, 0.7924151696428444]",25,49
1690,"[0.7212214082813329, 0.7924151696428444]",25,49
1691,"[0.7136530124054032, 0.791916167676454]",26,51
1692,"[0.7061219913270046, 0.7914171657809761]",28,54
1693,"[0.6986283450461367, 0.7909181636727608]",28,55
1694,"[0.6911720735495216, 0.7904191617063705]",28,55
1695,"[0.6837531768504373, 0.7894211577026773]",29,57
1696,"[0.6768388398781855, 0.7879241516616814]",30,59
1697,"[0.6700740020960572, 0.7859281437252075]",30,59
1698,"[0.6634773508762615, 0.7839321357178212]",30,60
1699,"[0.6570301988333112, 0.7814371258149568]",31,62
1700,"[0.6507325459672062, 0.7784431138038773]",31,62
1701,"[0.6446030796767119, 0.7759481037591882]",31,62
1702,"[0.6386231125763413, 0.7729540918899336]",32,63
1703,"[0.6327926446395379, 0.7694610778415513]",31,62
1704,"[0.6271116758795797, 0.7659680638640814]",32,62
1705,"[0.8636006876974909, 0.8962075848923347]",8,15
1706,"[0.8560509792203267, 0.8957085827841194]",7,12
1707,"[0.8483704589650826, 0.8932135728812551]",2,2
1708,"[0.8406338765135422, 0.890718562836566]",2,2
1709,"[0.8327851696826873, 0.8887225549000921]",2,4
1710,"[0.8248804006555361, 0.8867265468927058]",4,6
1711,"[0.8168821946478358, 0.8852295409226223]",4,7
1712,"[0.8088092390450738, 0.8837325349525387]",6,11
1713,"[0.8006428464617629, 0.882734531019758]",6,11
1714,"[0.7924203916821555, 0.8817365269451524]",7,13
1715,"[0.7843287486939062, 0.882734531019758]",8,16
1716,"[0.7762184182936134, 0.8807385229414592]",9,17
1717,"[0.7680146509127714, 0.8792415169004633]",11,20
1718,"[0.7597174465513805, 0.8782435129676825]",12,22
1719,"[0.7513454925949278, 0.8772455091058142]",12,23
1720,"[0.7428801016579261, 0.876746506997599]",14,27
1721,"[0.7343399611258625, 0.8762475050312086]",15,29
1722,"[0.7257063836132499, 0.8762475050312086]",17,33
1723,"[0.7169980565055756, 0.876746506997599]",18,34
1724,"[0.7083457915941976, 0.8742514970947347]",19,38
1725,"[0.6998056510621341, 0.8727544910537388]",20,39
1726,"[0.6912281357458179, 0.8712574850836552]",22,42
1727,"[0.6826319330174581, 0.8697604790426593]",23,44
1728,"[0.674017042903611, 0.8682634730725758]",24,47
1729,"[0.6653647779922329, 0.8667664671024922]",25,48
1730,"[0.6566938256820896, 0.8657684630278866]",26,51
1731,"[0.6479854985744152, 0.8642714571287156]",27,54
1732,"[0.6392584840812536, 0.8632734531250223]",28,55
1733,"[0.6307744057322082, 0.8617764470840263]",28,55
1734,"[0.6226080131488972, 0.8602794411139428]",30,58
1735,"[0.6144789953631171, 0.8582834331065565]",30,59
1736,"[0.6064060397603551, 0.8562874251700826]",31,62
1737,"[0.598370458955124, 0.8542914172336087]",31,62
1738,"[0.5904096277449546, 0.8522954092262224]",31,62
1739,"[0.5824861713323162, 0.8502994011479236]",32,62
1740,"[0.5746374644881831, 0.8478043912450594]",32,62
1741,"[0.5668261324548591, 0.8458083833085854]",32,63
1742,"[0.7852070563562129, 0.6971057883892898]",8,2
1743,"[0.7788720287058553, 0.6996007984339789]",2,2
1744,"[0.7722380026885287, 0.7020958083368432]",2,2
1745,"[0.7663514725687071, 0.7025948104450584]",2,2
1746,"[0.7603341306575273, 0.7035928143778392]",2,3
1747,"[0.7542046643670332, 0.704091816415142]",2,3
1748,"[0.7479630736972245, 0.7050898204897476]",3,5
1749,"[0.7416280460468668, 0.705588822456138]",4,7
1750,"[0.7351622066051511, 0.7065868263180063]",4,7
1751,"[0.7285842427841208, 0.7075848303926119]",6,10
1752,"[0.721894154583776, 0.7085828343253926]",6,11
1753,"[0.7151853789713877, 0.710079840437301]",7,10
1754,"[0.7089064135173264, 0.7120758483028624]",7,14
1755,"[0.7024966362586287, 0.7135728542729459]",8,16
1756,"[0.695937359836364, 0.7145708583475516]",9,17
1757,"[0.6892472716360192, 0.7150698602430294]",10,20
1758,"[0.6823889968600637, 0.7150698602430294]",11,22
1759,"[0.6753812228939846, 0.7150698602430294]",12,23
1760,"[0.6682426371631038, 0.7145708583475516]",12,24
1761,"[0.6609545522420994, 0.7135728542729459]",14,26
1762,"[0.6541897144599712, 0.7140718563811612]",15,29
1763,"[0.6472006278926575, 0.7130738523065556]",16,31
1764,"[0.6401741665410913, 0.7125748503401652]",17,33
1765,"[0.6331663925882903, 0.7120758483028624]",17,34
1766,"[0.6261212438246804, 0.7115768463364721]",19,36
1767,"[0.6190574076755831, 0.7115768463364721]",20,39
1768,"[0.611993571526486, 0.7115768463364721]",20,42
1769,"[0.6049110479919015, 0.7115768463364721]",22,43
1770,"[0.5978098370452735, 0.7115768463364721]",23,45
1771,"[0.590914187471787, 0.7110778443700817]",24,46
1772,"[0.5851210943325145, 0.7090818363626954]",24,47
1773,"[0.5793280011932419, 0.7075848303926119]",25,49
1774,"[0.5735722828515002, 0.7060878243516159]",26,52
1775,"[0.5678165645097585, 0.7050898204897476]",27,54
1776,"[0.5620982209522695, 0.7045908183815324]",27,54
1777,"[0.5563985648068241, 0.704091816415142]",28,55
1778,"[0.5506989086481006, 0.7035928143778392]",28,55
1779,"[0.5450366273001861, 0.704091816415142]",29,57
1780,"[0.5398602182670603, 0.7035928143778392]",30,58
1781,"[0.5350388697839217, 0.7000998004712817]",30,59
1782,"[0.5302362086995485, 0.6971057883892898]",30,60
1783,"[0.5254709224127061, 0.6941117765200352]",31,62
1784,"[0.520724323511351, 0.6916167664753461]",31,62
1785,"[0.5159964120220396, 0.6896207584679598]",31,62
1786,"[0.5113058753169808, 0.6876247505314859]",32,62
1787,"[0.5066340260106875, 0.6856287425950119]",32,63
1788,"[0.5019995515019251, 0.6846307385204063]",32,62
1789,"[0.4975706383530261, 0.6811377245429365]",32,63
1790,"[0.8773172372494019, 0.5553892216376712]",8,14
1791,"[0.8705897742515263, 0.5593812375815315]",2,2
1792,"[0.8637128120768053, 0.5628742515590013]",8,14
1793,"[0.8566489759277082, 0.5663672654655587]",2,2
1794,"[0.8494356406017656, 0.5693612774766382]",2,2
1795,"[0.8420541187002122, 0.5723552893458929]",2,2
1796,"[0.8348407833742696, 0.574850299390582]",2,3
1797,"[0.8277769472251724, 0.5768463073979683]",3,5
1798,"[0.8204328001211499, 0.5788423153344422]",4,7
1799,"[0.8127896546501585, 0.5803393214463506]",5,8
1800,"[0.8048661982375201, 0.5813373253791313]",6,11
1801,"[0.7966811182554436, 0.582335329311912]",7,13
1802,"[0.7881970399063982, 0.582335329311912]",9,17
1803,"[0.7794326506157058, 0.582335329311912]",9,17
1804,"[0.7703692629713226, 0.5818363273455217]",10,20
1805,"[0.7617543728441973, 0.5843313373902108]",11,22
1806,"[0.7528965465596776, 0.5843313373902108]",13,25
1807,"[0.7440387202884362, 0.5843313373902108]",14,27
1808,"[0.7352182688014474, 0.5848303393566012]",15,29
1809,"[0.7263978173144586, 0.5848303393566012]",17,32
1810,"[0.7175960532262352, 0.5858283433602943]",18,34
1811,"[0.7088129765234992, 0.5863273453266847]",19,37
1812,"[0.7000298998340413, 0.5873253492594654]",20,39
1813,"[0.691284197928836, 0.588323353334071]",22,42
1814,"[0.6830430557637415, 0.5898203593041546]",22,44
1815,"[0.6761660935890205, 0.5928143713152341]",24,46
1816,"[0.6692517566167686, 0.5958083831844887]",25,48
1817,"[0.6623000448469859, 0.5983033932291778]",26,51
1818,"[0.655292270894185, 0.6007984031320421]",26,52
1819,"[0.6482658095293405, 0.6027944112103408]",28,55
1820,"[0.641183285994756, 0.6047904192177272]",28,55
1821,"[0.634044700250597, 0.6062874251168983]",29,57
1822,"[0.6268874271209508, 0.6077844312288067]",29,57
1823,"[0.619973090148699, 0.6092814371988903]",30,59
1824,"[0.6129279413983671, 0.6117764471017545]",30,59
1825,"[0.606050979210368, 0.6137724551091408]",31,62
1826,"[0.5993235162124925, 0.6157684630456147]",31,62
1827,"[0.8088279264438393, 0.6731536925843036]",2,2
1828,"[0.8015959037191314, 0.6756487026289927]",2,2
1829,"[0.7942891314126397, 0.6776447105654666]",2,2
1830,"[0.7869262969098518, 0.6796407185728529]",3,4
1831,"[0.7795074002107676, 0.6811377245429365]",3,4
1832,"[0.7720511287141524, 0.6831337325503228]",3,6
1833,"[0.7646509194138336, 0.6841317365540159]",4,7
1834,"[0.7572880849110457, 0.6851297406286216]",5,10
1835,"[0.7499065630094923, 0.6866267464568803]",6,11
1836,"[0.7425063537091735, 0.6876247505314859]",7,13
1837,"[0.7350874570100893, 0.6881237524978762]",7,14
1838,"[0.7276311855267523, 0.6891217565015694]",9,16
1839,"[0.7201562266313718, 0.6896207584679598]",10,19
1840,"[0.7126625803505039, 0.690119760576175]",11,21
1841,"[0.7051502466708707, 0.690119760576175]",11,22
1842,"[0.6970772910681087, 0.6891217565015694]",12,24
1843,"[0.68928464643355, 0.690119760576175]",14,27
1844,"[0.6815106891844788, 0.6911177645089557]",15,28
1845,"[0.6737180445499202, 0.6921157684417364]",16,31
1846,"[0.6659253999020835, 0.6926147704790392]",17,33
1847,"[0.658132755267525, 0.6936127744118199]",19,37
1848,"[0.650321423234201, 0.6941117765200352]",19,38
1849,"[0.6425287785863643, 0.6946107784864256]",20,39
1850,"[0.6347174465530403, 0.6951097805237284]",21,42
1851,"[0.6274480490308013, 0.6966067864228994]",23,45
1852,"[0.6205337120585495, 0.698103792392983]",23,44
1853,"[0.6136941246813594, 0.6991017964675886]",24,47
1854,"[0.6069292868859529, 0.7000998004712817]",25,48
1855,"[0.6002205112868427, 0.7010978044040624]",25,49
1856,"[0.5935864852695162, 0.7020958083368432]",26,51
1857,"[0.5870085214484859, 0.7030938124114489]",27,53
1858,"[0.5805053072225175, 0.7035928143778392]",28,55
1859,"[0.5740768425783326, 0.7045908183815324]",28,55
1860,"[0.5677418149146967, 0.705588822456138]",28,55
1861,"[0.5621916579460967, 0.7070858282843966]",29,58
1862,"[0.5567723127555766, 0.7085828343253926]",30,58
1863,"[0.5515024667286237, 0.710079840437301]",30,59
1864,"[0.5463634324930288, 0.7105788424036914]",30,59
1865,"[0.5413738974342793, 0.7110778443700817]",31,61
1866,"[0.536515174166888, 0.7110778443700817]",31,62
1867,"[0.5317872626642983, 0.7110778443700817]",32,62
1868,"[0.5271901629530668, 0.710079840437301]",31,62
1869,"[0.522630438026088, 0.710079840437301]",31,62
1870,"[0.5187060846172996, 0.7090818363626954]",32,62
1871,"[0.5149499177708439, 0.7080838323590022]",32,63
1872,"[0.5113806248987643, 0.7060878243516159]",32,63
1873,"[0.8465577814308947, 0.5818363273455217]",8,15
1874,"[0.8401480041854752, 0.5858283433602943]",2,2
1875,"[0.8335887277632105, 0.5898203593041546]",2,2
1876,"[0.8270294513276675, 0.5933133732816245]",2,2
1877,"[0.8212363582016731, 0.5983033932291778]",2,2
1878,"[0.8151816414929625, 0.6027944112103408]",2,3
1879,"[0.8089026760256229, 0.6062874251168983]",4,6
1880,"[0.802380774400889, 0.6097804391652806]",4,7
1881,"[0.795597249206717, 0.6132734531427505]",4,7
1882,"[0.7885707878551508, 0.6157684630456147]",6,11
1883,"[0.7813013903329118, 0.6182634730903038]",6,11
1884,"[0.7737890566532786, 0.6202594810267777]",8,14
1885,"[0.7660524742017382, 0.6217564870677738]",8,14
1886,"[0.7588017640915429, 0.624251496970638]",9,18
1887,"[0.7515510539680694, 0.625748503011634]",11,20
1888,"[0.744300343844596, 0.6277445110899327]",11,21
1889,"[0.737068321119888, 0.6292415169181913]",12,22
1890,"[0.7298362983951799, 0.6307385229591873]",13,25
1891,"[0.7226042756704719, 0.6317365269628805]",14,28
1892,"[0.715372252945764, 0.6322355289292708]",15,29
1893,"[0.7081589176198214, 0.6327345310374861]",17,30
1894,"[0.7001980864096521, 0.6337325349702668]",18,34
1895,"[0.6941433697142196, 0.6367265469813463]",19,37
1896,"[0.6878457168481147, 0.639720558850601]",20,38
1897,"[0.6813051278246153, 0.6417165669288997]",21,41
1898,"[0.6745216026304434, 0.6437125748653736]",22,43
1899,"[0.6674764538801116, 0.6452095809063696]",22,44
1900,"[0.6601696815603418, 0.6462075848391503]",30,60
1901,"[0.6526386604819431, 0.6467065868764531]",24,47
1902,"[0.6448460158473845, 0.6472055888428435]",26,51
1903,"[0.6377821796982873, 0.6467065868764531]",26,51
1904,"[0.6316340260090277, 0.6487025948838394]",27,53
1905,"[0.6255979967123607, 0.6501996008539229]",28,55
1906,"[0.6196554043962428, 0.6511976047867037]",28,55
1907,"[0.6138436238582048, 0.6526946107567873]",28,55
1908,"[0.6081439676994812, 0.6536926148313928]",29,57
1909,"[0.6025564359333503, 0.6546906187641736]",30,59
1910,"[0.5970997159452993, 0.6551896208014764]",30,59
1911,"[0.5917364329510756, 0.6556886227678668]",30,60
1912,"[0.5863544625448082, 0.6566866268424724]",31,60
1913,"[0.5813649274860587, 0.6566866268424724]",31,62
1914,"[0.5765622664016855, 0.6561876247342571]",31,62
1915,"[0.5719651666904539, 0.6551896208014764]",32,62
1916,"[0.5675736283390859, 0.6536926148313928]",32,63
1917,"[0.5633876513608596, 0.6516966068240065]",31,62
1918,"[0.8018388398765257, 0.5379241516794094]",8,2
1919,"[0.7948684407212557, 0.5419161677650945]",2,2
1920,"[0.7876737927940786, 0.5464071856044327]",2,2
1921,"[0.7802735834937597, 0.5499001995819026]",2,3
1922,"[0.7726491254215339, 0.5533932135593724]",2,3
1923,"[0.7652489161344932, 0.5588822354733162]",3,5
1924,"[0.7576805202585636, 0.5633732534544792]",4,6
1925,"[0.7500186873888068, 0.5673652693983394]",6,11
1926,"[0.7422447301530137, 0.5713572854840245]",7,13
1927,"[0.7343773359233934, 0.5753493014987973]",7,13
1928,"[0.7264165046999458, 0.5793413174426575]",9,16
1929,"[0.7183622365092275, 0.5833333333156052]",9,17
1930,"[0.7102145313114037, 0.586826347293075]",10,19
1931,"[0.701973389146309, 0.590319361270545]",12,23
1932,"[0.6938256839617635, 0.5938123752480148]",13,25
1933,"[0.6859396023333777, 0.5978043912627875]",14,27
1934,"[0.6779227089269121, 0.6012974050984324]",15,29
1935,"[0.6697376289448356, 0.6047904192177272]",17,33
1936,"[0.6613843623871483, 0.6072854291205915]",18,34
1937,"[0.6529002840513811, 0.6097804391652806]",19,37
1938,"[0.6442293317412376, 0.6117764471017545]",20,40
1939,"[0.6354088802542489, 0.6127744511763601]",21,40
1940,"[0.6264389295771365, 0.6137724551091408]",22,44
1941,"[0.6176371654889132, 0.614770459112834]",23,45
1942,"[0.6096763342787439, 0.6202594810267777]",24,47
1943,"[0.6017715652515927, 0.6252495010452436]",25,49
1944,"[0.5939415458195032, 0.6297405188845817]",26,51
1945,"[0.5862049633679628, 0.6337325349702668]",27,54
1946,"[0.5785244431127188, 0.6377245509850394]",26,51
1947,"[0.5709373598380237, 0.6407185628542941]",28,55
1948,"[0.5634250261583904, 0.6437125748653736]",28,55
1949,"[0.5559687546750535, 0.6457085828727599]",29,58
1950,"[0.54871804455158, 0.6477045909510587]",30,60
1951,"[0.5417663327817973, 0.6511976047867037]",31,60
1952,"[0.5349828075876253, 0.6536926148313928]",31,60
1953,"[0.5283300941848115, 0.6556886227678668]",32,62
1954,"[0.5218455673443303, 0.6566866268424724]",32,62
1955,"[0.5155105396939726, 0.6571856288088627]",32,63
1956,"[0.5093250112071821, 0.6566866268424724]",32,62
1957,"[0.5032889819105151, 0.6556886227678668]",31,62
1958,"[0.7341157123539553, 0.6422155688952901]",1,2
1959,"[0.7276872477097704, 0.644211576831764]",8,2
1960,"[0.7211466586862711, 0.6467065868764531]",2,2
1961,"[0.714307071309081, 0.6472055888428435]",2,2
1962,"[0.7077851696843471, 0.6487025948838394]",2,2
1963,"[0.7010390192877061, 0.6501996008539229]",2,3
1964,"[0.6940873075179234, 0.6511976047867037]",3,6
1965,"[0.6869300343749989, 0.6526946107567873]",4,7
1966,"[0.6795298250879582, 0.6536926148313928]",5,10
1967,"[0.6719240544144978, 0.6551896208014764]",6,10
1968,"[0.6640940349824084, 0.6561876247342571]",7,13
1969,"[0.6560584541771772, 0.6571856288088627]",7,16
1970,"[0.6485461204975439, 0.658183632670731]",8,16
1971,"[0.6407534758497072, 0.6586826347789462]",9,17
1972,"[0.6329047690188523, 0.659680638711727]",11,20
1973,"[0.6250186873904666, 0.6606786427154201]",12,23
1974,"[0.6170765435790627, 0.6621756487564161]",14,26
1975,"[0.6090970249568497, 0.6631736526891968]",14,27
1976,"[0.601080131550384, 0.6646706586592803]",15,29
1977,"[0.5930071759609002, 0.6661676647002763]",17,33
1978,"[0.5848781581618419, 0.6681636726367501]",18,34
1979,"[0.5770481387297525, 0.6676646706703598]",19,37
1980,"[0.56957317984765, 0.6686626746031405]",19,38
1981,"[0.5620234713704859, 0.6696606786068338]",21,41
1982,"[0.5543803258994945, 0.6706586826814394]",23,44
1983,"[0.5466624308599978, 0.6716566866851325]",23,44
1984,"[0.5388510988133955, 0.6726546906179133]",24,47
1985,"[0.5309463297862443, 0.673652694550694]",25,49
1986,"[0.5229668111773096, 0.6741516966589092]",26,51
1987,"[0.5148938555878257, 0.6751497006626024]",26,51
