index,unit2_pos,unit1_beam_32,unit1_beam_64
5782,"[0.4050119599293011, 0.10678642711874486]",19,38
2409,"[0.4099641201905197, 0.7644710578230854]",20,39
4298,"[0.5988563312831909, 0.5508982036565082]",2,2
2104,"[0.6013230677210566, 0.861277445117636]",5,9
1838,"[0.7276311855267523, 0.6891217565015694]",9,16
4105,"[0.30193227687699203, 0.9326347305662044]",32,62
932,"[0.8598632082498006, 0.5219560879039685]",15,29
2354,"[0.6008558827917551, 0.7275449102537379]",12,23
3787,"[0.3081364927492698, 0.7085828343253926]",28,55
1860,"[0.5677418149146967, 0.705588822456138]",28,55
4678,"[0.5842801614544605, 0.34530938123582644]",9,18
851,"[0.42878232919377285, 0.6971057883892898]",29,58
3006,"[0.6753625355084973, 0.7030938124114489]",6,11
4386,"[0.612255195095924, 0.34680638727682245]",2,2
525,"[0.7817872626609788, 0.6651696607674956]",3,6
5479,"[0.40650695171103285, 0.2874251498016597]",6,11
3959,"[0.47019360143222216, 0.7559880238980622]",21,42
2189,"[0.4772574375813194, 0.7719560878862405]",30,60
4383,"[0.3014650919344123, 0.42664670657950154]",31,62
4809,"[0.5423456420904132, 0.38822355296915795]",6,11
5573,"[0.43668709822092405, 0.22205588823342542]",23,45
2264,"[0.564116459859599, 0.8552894211663895]",11,21
5244,"[0.17267155030536366, 0.5743512974241917]",30,58
4030,"[0.486339512624468, 0.7310379240893828]",9,17
2843,"[0.2358162655154679, 0.7295409181902117]",26,51
4402,"[0.4801913589484866, 0.3622754491567854]",19,37
2507,"[0.152900284044742, 0.5054890220203124]",28,54
6,"[0.9332112423360327, 0.6806387225765461]",2,3
706,"[0.5619300343766587, 0.6097804391652806]",30,59
2804,"[0.39465914187632783, 0.787425149695291]",30,59
3371,"[0.5989684556757836, 0.6931137724454296]",2,2
5254,"[0.4730153984067967, 0.5284431138216055]",2,2
2895,"[0.6903872028677639, 0.8547904191999991]",30,58
3646,"[0.4649611302160783, 0.7589820359091417]",10,19
2723,"[0.49616908356512157, 0.6312375249255777]",31,62
5070,"[0.2978584242780801, 0.5404191617240987]",30,60
545,"[0.6849678576772438, 0.6437125748653736]",18,34
1808,"[0.7352182688014474, 0.5848303393566012]",15,29
617,"[0.6036403049687987, 0.6516966068240065]",29,57
576,"[0.8328972940620017, 0.6866267464568803]",2,2
1198,"[0.5966699058135287, 0.7879241516616814]",15,29
2739,"[0.6358573777847849, 0.8058882235863335]",8,14
549,"[0.6665794588057613, 0.639720558850601]",20,39
640,"[0.7613432501111922, 0.7225548903061845]",7,14
5778,"[0.4338279264488186, 0.10628742515235451]",14,26
1629,"[0.7802735834937597, 0.6711576846478297]",20,39
1438,"[0.8760278068408118, 0.6237524950042476]",6,11
3653,"[0.4091605621099966, 0.765469061897691]",19,34
1635,"[0.7484863208228224, 0.6716566866851325]",24,47
5459,"[0.26313724023997553, 0.5334331336982464]",26,51
1914,"[0.5765622664016855, 0.6561876247342571]",31,62
5165,"[0.14564957392126857, 0.8837325349525387]",31,62
4019,"[0.372346389596057, 0.5983033932291778]",26,62
514,"[0.5757773957199278, 0.6177644711239135]",31,62
4770,"[0.5083532665510482, 0.3113772455357334]",9,17
1587,"[0.6833420541174321, 0.6861277445614024]",30,59
2777,"[0.6290925399893784, 0.773453093856324]",3,6
433,"[0.7280049334755048, 0.5104790419678659]",12,23
2620,"[0.7134848258297924, 0.7390219561898406]",17,34
589,"[0.7595492599757697, 0.6791417166064626]",9,17
2403,"[0.45823366721820274, 0.765469061897691]",14,26
2148,"[0.39781731200212395, 0.8922155689484744]",31,62
3721,"[0.5286851547347986, 0.8393213573200361]",2,3
2364,"[0.52928315144218, 0.7310379240893828]",22,44
848,"[0.44440499327369903, 0.6951097805237284]",28,54
5443,"[0.36716998056293126, 0.5279441117843027]",10,20
2900,"[0.6657385259409855, 0.798403193594091]",31,62
63,"[0.6927791897105678, 0.6197604791312998]",16,31
3202,"[0.41882194647503934, 0.8657684630278866]",17,33
4316,"[0.456346240088953, 0.5783433133680518]",20,39
2662,"[0.6577029451357543, 0.698103792392983]",14,26
5295,"[0.4752578860727552, 0.5439121755597436]",2,3
1457,"[0.7316302885306024, 0.6472055888428435]",26,51
109,"[0.5207990731064128, 0.545409181671652]",30,58
518,"[0.8127896546501585, 0.6726546906179133]",2,2
685,"[0.6857714157577669, 0.6017964072066477]",9,17
5887,"[0.5668261324548591, 0.13223552889381462]",2,3
3837,"[0.28500149498971034, 0.6332335330038764]",31,62
5129,"[0.33399985050285474, 0.7255489021754391]",2,4
5132,"[0.3147144565703, 0.7340319362422872]",4,7
2538,"[0.23794662878883377, 0.5089820359268699]",14,26
46,"[0.8154058902648695, 0.6167664671202203]",2,2
5296,"[0.46724099266628955, 0.5499001995819026]",2,2
3944,"[0.5708065480599438, 0.7539920159615884]",8,16
1352,"[0.8129391538270039, 0.7005988024376721]",11,22
3907,"[0.4138324114162899, 0.7924151696428444]",19,38
4505,"[0.29569068619390515, 0.3532934132653718]",31,62
1651,"[0.6851734190371073, 0.6367265469813463]",30,59
2489,"[0.26407161009857855, 0.5124750499043397]",11,20
3658,"[0.36821647480084874, 0.7759481037591882]",24,46
4618,"[0.5088578262778806, 0.3517964071534634]",31,62
4221,"[0.42218567797397716, 0.6097804391652806]",18,36
2472,"[0.13236283450112815, 0.7549900199652815]",32,63
3005,"[0.6796419494672727, 0.704091816415142]",6,11
2344,"[0.6677007026387405, 0.7090818363626954]",4,7
5614,"[0.40689938704527256, 0.334331337266114]",20,39
809,"[0.656320077733337, 0.6786427144982473]",8,2
5513,"[0.5282927193872806, 0.24451097806832814]",2,3
1704,"[0.6271116758795797, 0.7659680638640814]",32,62
2099,"[0.625878307667286, 0.8532934131590031]",4,6
1080,"[0.5005979967140205, 0.5603792415852246]",23,46
2528,"[0.30953804753717434, 0.5014970059346273]",4,7
1075,"[0.5347024966327001, 0.5578842315405355]",19,37
3496,"[0.29952160263542266, 0.8527944111926128]",31,62
1541,"[0.6956944236789695, 0.744011976137394]",28,55
5386,"[0.3824749588904013, 0.5064870258821806]",2,4
349,"[0.6766706533025747, 0.5688622754393354]",16,31
5802,"[0.598632082524562, 0.3433133732993526]",8,15
4063,"[0.5855135296667542, 0.8917165669111716]",2,2
4520,"[0.48090148003518246, 0.37974051897322225]",7,14
2951,"[0.7508035580705644, 0.5538922155257628]",2,3
1792,"[0.8637128120768053, 0.5628742515590013]",8,14
2415,"[0.36339512633098825, 0.7639720558566951]",25,49
1272,"[0.6253176857441572, 0.6357285429067407]",31,62
1495,"[0.7291448646939713, 0.6387225549178203]",25,49
4246,"[0.27971296157727016, 0.6227544910714669]",32,62
1057,"[0.6488264314524692, 0.5384231536457998]",3,5
390,"[0.7243048288253454, 0.6906187625425654]",11,22
5880,"[0.30985573328963045, 0.20009980043582554]",31,62
4191,"[0.3659739871348902, 0.6506986028203133]",30,60
5188,"[0.325982957096389, 0.5953093812180983]",19,38
1685,"[0.7589886380526409, 0.7939121756838403]",21,40
989,"[0.6577776947175379, 0.4815369260735013]",22,44
4094,"[0.3597137090663161, 0.9271457085813481]",28,55
590,"[0.7538496038170461, 0.6786427144982473]",9,17
5105,"[0.21213933323154516, 0.7504990019841185]",20,39
702,"[0.5848968455606073, 0.6087824351615875]",26,52
1883,"[0.7813013903329118, 0.6182634730903038]",6,11
5037,"[0.3131073404092538, 0.5379241516794094]",32,62
1922,"[0.7726491254215339, 0.5533932135593724]",2,3
687,"[0.6743160412573017, 0.6017964072066477]",11,22
4750,"[0.3784571684877857, 0.3627744510522633]",31,60
2699,"[0.6568246374601695, 0.5858283433602943]",9,17
1716,"[0.7762184182936134, 0.8807385229414592]",9,17
3119,"[0.4763978173044999, 0.8143712575113567]",25,49
368,"[0.5700216773781861, 0.5703592815512438]",31,60
4129,"[0.5111750635389009, 0.45459081839926047]",17,33
4068,"[0.5531282702884354, 0.8912175649447812]",4,6
644,"[0.7350874570100893, 0.718063872254109]",11,22
4110,"[0.6312976528578061, 0.4431137724631577]",2,3
5084,"[0.32435715353657735, 0.7415169660927049]",3,6
1772,"[0.5851210943325145, 0.7090818363626954]",24,47
2077,"[0.5153236657195963, 0.8138722555449663]",29,58
1020,"[0.7436836597384491, 0.5723552893458929]",8,14
5943,"[0.4439751831286502, 0.03293413176731229]",17,34
5362,"[0.28701973388376173, 0.6182634730903038]",23,45
4518,"[0.4951225893272041, 0.3762475049957524]",6,11
4108,"[0.6432575870851037, 0.43962075855660027]",2,2
2856,"[0.15454477500331912, 0.7160678643176351]",32,62
3476,"[0.43244505904640135, 0.8353293413761759]",15,29
55,"[0.7553632829975433, 0.6202594810267777]",7,13
4142,"[0.4223725519483534, 0.45708582837303713]",28,55
95,"[0.6600949319785582, 0.545409181671652]",12,23
4930,"[0.5513903423493092, 0.4915169660395205]",9,17
4796,"[0.32015248915958555, 0.34930139717968667]",32,62
2968,"[0.63084915532727, 0.5878243513676807]",19,36
1774,"[0.5735722828515002, 0.7060878243516159]",26,52
2852,"[0.17734339961165696, 0.7250499002090487]",31,62
3330,"[0.5914748093816375, 0.6601796407490298]",4,6
1458,"[0.7237628942877039, 0.6482035929174491]",27,53
3790,"[0.2915420840132097, 0.7080838323590022]",31,62
2712,"[0.5691433697026013, 0.6087824351615875]",23,45
5143,"[0.23495664523864845, 0.7704590818452445]",14,27
1449,"[0.794083570039498, 0.6422155688952901]",17,33
1516,"[0.895425325152681, 0.6966067864228994]",3,5
1417,"[0.6752504111159047, 0.6726546906179133]",28,55
3124,"[0.44016295409917633, 0.8243512974064635]",28,55
1797,"[0.8277769472251724, 0.5768463073979683]",3,5
2729,"[0.7082523546136487, 0.7849301397924268]",2,2
3612,"[0.4361638510953262, 0.7000998004712817]",16,31
5367,"[0.2573067723164502, 0.6437125748653736]",26,51
350,"[0.6709896845558948, 0.5678642715065547]",17,33
1785,"[0.5159964120220396, 0.6896207584679598]",31,62
3818,"[0.40448871280370324, 0.6017964072066477]",18,34
2705,"[0.6161982359034778, 0.5958083831844887]",15,29
245,"[0.6435192106412636, 0.596307385292704]",24,46
960,"[0.8179847510820497, 0.47604790415955756]",2,2
435,"[0.7104574674820763, 0.512974052012555]",15,29
3250,"[0.5466624308599978, 0.6237524950042476]",18,35
4780,"[0.42719390041821387, 0.32634730544930607]",20,39
4137,"[0.4553558080473319, 0.45558882247386606]",25,49
4385,"[0.6200852145280135, 0.3433133732993526]",2,2
3604,"[0.4923381671368823, 0.6946107784864256]",8,14
3054,"[0.7127933921285838, 0.6761477045953831]",2,4
3359,"[0.38537150546003757, 0.6971057883892898]",30,58
1322,"[0.674017042903611, 0.724051896276268]",28,54
712,"[0.5328711316997468, 0.6007984031320421]",31,62
2098,"[0.6306062191565974, 0.850798403114314]",2,3
2293,"[0.4202421886617093, 0.8592814371811621]",31,62
496,"[0.6629541037506637, 0.6317365269628805]",24,46
601,"[0.6890977724591738, 0.6746506986252996]",19,37
2821,"[0.39766781282527863, 0.7205588822278857]",4,7
4709,"[0.39667738077037923, 0.3328343312960305]",31,62
841,"[0.48106966661079326, 0.6916167664753461]",22,44
3952,"[0.5167625953050318, 0.7554890219316719]",15,29
1288,"[0.8348968455572877, 0.7150698602430294]",3,6
4567,"[0.6961055464252529, 0.37874251504044154]",17,34
4173,"[0.5002989983470516, 0.6487025948838394]",16,31
907,"[0.3926222155702328, 0.8433133732638963]",31,62
5006,"[0.5331327552691847, 0.49201596807682335]",6,8
1500,"[0.6891351472567048, 0.6482035929174491]",30,59
4767,"[0.5316751382849839, 0.30339321357710053]",6,11
4926,"[0.5774031992797395, 0.48403193611819045]",6,11
5549,"[0.6091904619506769, 0.17914171657100636]",2,2
5785,"[0.38344670354653515, 0.10528942121957378]",23,44
564,"[0.6003326356661572, 0.6192614771649094]",30,59
4707,"[0.4019846015815849, 0.3353293413407197]",31,60
2069,"[0.5652003288950475, 0.8153692615150498]",22,42
3385,"[0.49396397069669395, 0.7225548903061845]",12,23
5348,"[0.37591568246813645, 0.6012974050984324]",11,21
3243,"[0.6006503214186134, 0.6157684630456147]",11,21
597,"[0.7126438929517385, 0.6761477045953831]",15,29
941,"[0.7990731050982475, 0.5259481037769164]",23,45
1310,"[0.7382082523516327, 0.7110778443700817]",19,37
1823,"[0.619973090148699, 0.6092814371988903]",30,59
1937,"[0.6529002840513811, 0.6097804391652806]",19,37
1529,"[0.7932800119589749, 0.7275449102537379]",17,33
840,"[0.4864703244158261, 0.6906187625425654]",22,42
345,"[0.700683958737719, 0.565369261532778]",12,22
2238,"[0.431454626991502, 0.84131736525651]",31,60
2258,"[0.5969689041672195, 0.8542914172336087]",6,11
779,"[0.5420840185342535, 0.808882235597413]",14,28
4414,"[0.388772611743228, 0.37674650696214274]",30,59
5534,"[0.3573590970210431, 0.2899201597045239]",25,49
5178,"[0.403984153090149, 0.5803393214463506]",8,14
858,"[0.3962475706386086, 0.6966067864228994]",31,62
3277,"[0.631335027655337, 0.6172654690866107]",2,2
3075,"[0.5636119001327666, 0.6926147704790392]",23,42
4650,"[0.4878905666024961, 0.42814371262049755]",26,51
4695,"[0.4641762595343207, 0.3383233533517992]",24,47
5357,"[0.3186014351948357, 0.5993013973037834]",20,38
5489,"[0.3226939751792348, 0.29940119756232786]",17,34
727,"[0.6717184930413561, 0.7684630739087706]",9,16
1750,"[0.7351622066051511, 0.7065868263180063]",4,7
5149,"[0.20004858722616758, 0.7789421157702677]",20,39
3163,"[0.41960681715679704, 0.6691616766404433]",22,43
1329,"[0.6322133353176437, 0.7230538922725749]",31,60
276,"[0.7144752578846918, 0.6671656687039694]",17,33
1828,"[0.8015959037191314, 0.6756487026289927]",2,2
2930,"[0.634044700250597, 0.7864271457625103]",23,45
2568,"[0.24689789205390247, 0.5878243513676807]",2,4
1724,"[0.7083457915941976, 0.8742514970947347]",19,38
2939,"[0.5663028853292613, 0.7879241516616814]",30,59
2858,"[0.9281282702967342, 0.9830339321499535]",8,15
4640,"[0.5504185976931752, 0.4091816367630647]",17,36
1103,"[0.6079384063396177, 0.7619760479202212]",3,4
330,"[0.7900657796368825, 0.5593812375815315]",2,2
4786,"[0.38660487367233126, 0.3433133732993526]",26,48
4679,"[0.5770668261285179, 0.3473053892432128]",10,19
1653,"[0.6793990132966001, 0.6267465070153271]",31,60
3416,"[0.6026124981296467, 0.7764471058674035]",2,3
2635,"[0.6008932575892859, 0.7345309382086775]",31,62
4338,"[0.5815331140616695, 0.42415169653481244]",2,2
3870,"[0.3776536104072626, 0.7824351297477375]",26,51
5759,"[0.2659777246265937, 0.3772455089994456]",30,59
997,"[0.6147593063180423, 0.4815369260735013]",28,55
3302,"[0.4581402302243755, 0.6566866268424724]",23,44
4914,"[0.39581776050683803, 0.4915169660395205]",31,62
797,"[0.43941545821494954, 0.8068862275900266]",28,55
124,"[0.7411234863200344, 0.5998003992701738]",6,11
1305,"[0.7607452534038107, 0.7150698602430294]",14,27
2556,"[0.10825609208543478, 0.5064870258821806]",30,59
4087,"[0.4111788010173262, 0.9206586826637112]",22,43
4347,"[0.5198647032478098, 0.4481037924816235]",7,14
2578,"[0.18023994618129327, 0.6107784430980613]",11,20
4504,"[0.3008297204295, 0.3562874251346264]",31,61
4222,"[0.41441172073818405, 0.6107784430980613]",20,39
3608,"[0.4647368814441712, 0.6976047904265926]",12,22
2585,"[0.1315032142375869, 0.6142714571464436]",19,37
5466,"[0.21567125130609377, 0.5429141716978753]",30,59
3867,"[0.4011062939192782, 0.7774451098001842]",24,48
5634,"[0.577291074900425, 0.24401197610193778]",2,2
1052,"[0.6778105845343194, 0.5299401197207766]",8,2
3421,"[0.5699282403976371, 0.7819361277813472]",5,9
5518,"[0.48648901181459153, 0.2579840319409048]",7,13
3678,"[0.5141650470890862, 0.8957085827841194]",2,4
2579,"[0.1740357302957373, 0.610279441131671]",11,21
4692,"[0.4836111526304425, 0.34031936128827306]",23,44
611,"[0.6337643892956718, 0.6611776446818105]",26,51
4763,"[0.5564546270031204, 0.2919161676409978]",3,6
4741,"[0.4202048138774566, 0.3627744510522633]",25,49
5960,"[0.3163776349143644, 0.06237524948624227]",31,62
561,"[0.6138436238582048, 0.6227544910714669]",28,55
1942,"[0.6096763342787439, 0.6202594810267777]",24,47
2452,"[0.25904470025557635, 0.7774451098001842]",21,42
718,"[0.7364703244125066, 0.7644710578230854]",2,2
3211,"[0.35788234414664094, 0.8677644711061854]",24,47
3783,"[0.33964344446528194, 0.7050898204897476]",26,51
3685,"[0.46720361788203685, 0.9001996008361949]",6,11
2091,"[0.6641500971787047, 0.8373253493835622]",8,2
2749,"[0.5606406039680686, 0.8198602795671254]",19,38
4490,"[0.39675213036544105, 0.3622754491567854]",19,37
1749,"[0.7416280460468668, 0.705588822456138]",4,7
4355,"[0.4586821647487388, 0.4441117763959384]",15,29
3444,"[0.40949693526121816, 0.7824351297477375]",27,54
2607,"[0.8185266855931348, 0.7275449102537379]",3,4
5089,"[0.29666243085003907, 0.7549900199652815]",6,11
5761,"[0.25426072656996856, 0.38323353302160457]",32,62
4570,"[0.6673643294875189, 0.38473053892077563]",21,42
2785,"[0.5527358349541955, 0.7844311376842115]",12,23
101,"[0.5976416504696627, 0.546906187712648]",21,41
4010,"[0.4434145612187997, 0.5988023951955682]",28,54
5212,"[0.3714680819204721, 0.48802395220387557]",2,3
4542,"[0.31107041411643693, 0.38473053892077563]",28,55
2909,"[0.8028666467289559, 0.7624750500284365]",2,3
1163,"[0.46354088801613014, 0.582335329311912]",25,49
4888,"[0.5872140828216276, 0.47954091820793987]",9,17
3625,"[0.34999626251825516, 0.6771457086699887]",28,56
1248,"[0.7475145761666885, 0.6112774450644517]",17,32
3848,"[0.5398228434695295, 0.7594810378755321]",4,7
3578,"[0.4410786365590139, 0.7405189620890117]",27,54
211,"[0.6255606219148299, 0.5713572854840245]",26,52
3781,"[0.35627522798559474, 0.7025948104450584]",24,48
3080,"[0.5286290925385022, 0.6976047904265926]",26,51
5727,"[0.4743422036129177, 0.28542914172336087]",6,12
3000,"[0.7004597099658119, 0.7010978044040624]",4,7
3136,"[0.5870272088472513, 0.6417165669288997]",2,2
2024,"[0.6247944386318376, 0.827345309417543]",20,39
1535,"[0.7448609657677248, 0.7330339321676816]",23,45
3528,"[0.43868664971621, 0.8982035928288086]",24,48
1006,"[0.5702459261500933, 0.471556886249307]",32,62
4975,"[0.5487741067345981, 0.49401197608420966]",12,23
1736,"[0.6064060397603551, 0.8562874251700826]",31,62
5141,"[0.24592614739776855, 0.7659680638640814]",12,23
3286,"[0.5728434743527606, 0.6377245509850394]",7,13
3691,"[0.42319479742764193, 0.9016966068062784]",11,22
5823,"[0.4217184930446756, 0.4211576846655578]",24,36
2243,"[0.4091979369075274, 0.8373253493835622]",32,62
2882,"[0.7711541336530803, 0.9141716566751619]",19,37
1778,"[0.5506989086481006, 0.7035928143778392]",28,55
4598,"[0.6854163552077799, 0.31836327349067317]",9,17
373,"[0.5464194946893252, 0.568363273472945]",32,62
3393,"[0.430034384804832, 0.7285429141865186]",22,42
3793,"[0.27621841830025246, 0.704091816415142]",32,62
5347,"[0.3833719539514734, 0.6002994012365642]",11,20
3208,"[0.3784197936902548, 0.868762475180791]",22,43
4301,"[0.5774779488748012, 0.5613772455180053]",3,6
2012,"[0.7088129765234992, 0.8298403194622321]",7,14
2094,"[0.6496113021342269, 0.8433133732638963]",2,2
835,"[0.5155479144782253, 0.6886227544642666]",18,34
4669,"[0.6479294363913971, 0.3223552894345334]",2,2
4321,"[0.4150097174455655, 0.5838323352819956]",25,49
4324,"[0.3913514725604082, 0.5893213573377643]",27,54
5685,"[0.42168111824714477, 0.3303393213931663]",7,12
2655,"[0.7037300044842006, 0.6826347305839324]",7,14
3178,"[0.3285431305148037, 0.6866267464568803]",31,62
2301,"[0.7164748093799778, 0.6382235529514299]",2,2
2618,"[0.7299857975720253, 0.7405189620890117]",15,29
206,"[0.675213036331652, 0.5643712575290848]",21,42
1007,"[0.5657796382036634, 0.4690618762046178]",31,62
5135,"[0.2924203916887946, 0.7470059880066486]",7,13
5423,"[0.15626401554367983, 0.6277445110899327]",31,61
4098,"[0.3353640304932284, 0.9346307386445031]",30,59
5055,"[0.40932874868560737, 0.5209580838293629]",16,31
3192,"[0.48678801016828227, 0.8602794411139428]",7,14
2234,"[0.45273957243262086, 0.84131736525651]",29,58
952,"[0.7263791299156932, 0.5314371257617725]",30,59
5306,"[0.38096127970990407, 0.582335329311912]",12,23
4820,"[0.4781918074399224, 0.4066866267183756]",19,36
5034,"[0.32788907161112596, 0.5414171656568794]",32,62
5136,"[0.2835065032079786, 0.7544910179279787]",8,14
4445,"[0.43313649274761, 0.22405189624081176]",19,37
2589,"[0.09810883540560324, 0.6187624750566942]",22,44
2428,"[0.2780871580174585, 0.7594810378755321]",31,62
2544,"[0.19094782478425354, 0.5064870258821806]",20,38
3028,"[0.5591642995983804, 0.7270459081455226]",22,44
5824,"[0.41310360293082854, 0.4261477046131112]",20,39
58,"[0.7319292868842932, 0.620758482993168]",10,19
3397,"[0.398658244880178, 0.7360279440369362]",26,51
4401,"[0.48861937508795744, 0.3602794411493991]",17,34
5140,"[0.252504111232077, 0.7669660678677747]",11,22
1876,"[0.8270294513276675, 0.5933133732816245]",2,2
2436,"[0.38439976080390365, 0.7824351297477375]",4,7
1626,"[0.795989684554235, 0.6701596807150489]",19,34
5312,"[0.32351622065852337, 0.6012974050984324]",20,39
647,"[0.7145500074664755, 0.718063872254109]",15,29
2328,"[0.47959336222782695, 0.6821357286175421]",30,59
2458,"[0.21195245925716893, 0.7764471058674035]",26,51
3940,"[0.5959037225305365, 0.7539920159615884]",5,10
1561,"[0.8777844221787034, 0.6726546906179133]",4,7
3866,"[0.40865600239644234, 0.7759481037591882]",23,44
4389,"[0.5910263118511014, 0.3448103793403485]",4,6
4320,"[0.42312004783258017, 0.5828343313492148]",24,47
2984,"[0.5198833906465752, 0.5993013973037834]",31,62
4925,"[0.5832710420007956, 0.4815369260735013]",4,7
1866,"[0.536515174166888, 0.7110778443700817]",31,62
4866,"[0.4755381970409587, 0.4875249500956603]",25,49
4755,"[0.36124607564557876, 0.35828343321292516]",32,62
2133,"[0.4652040663734727, 0.8772455091058142]",25,50
2747,"[0.5759082074980078, 0.816866267414221]",17,34
2969,"[0.6236545074000929, 0.5898203593041546]",20,38
204,"[0.6958626102545803, 0.562375249592611]",19,37
2291,"[0.4295671998755305, 0.8602794411139428]",31,62
519,"[0.8086036776719322, 0.6716566866851325]",2,2
5494,"[0.28399237553604556, 0.3068862275545704]",23,45
2695,"[0.6841269247991898, 0.5798403194090478]",6,10
2654,"[0.7098594707746948, 0.6796407185728529]",6,11
5545,"[0.29070115114843387, 0.3118762475021238]",32,63
5829,"[0.37296307370220383, 0.4381237525156043]",25,48
5746,"[0.35569591867697875, 0.3053892215844869]",24,47
1078,"[0.5145387950378387, 0.5588822354733162]",22,42
5637,"[0.5548475108420742, 0.25199600791874577]",2,2
1520,"[0.8644603079610321, 0.7030938124114489]",6,14
2824,"[0.37729854985727557, 0.7215568862315789]",7,14
4605,"[0.6210943339816782, 0.3308383234304691]",19,37
4578,"[0.59597847211232, 0.39870259490156756]",28,55
5281,"[0.27597548212957984, 0.605788423150508]",25,48
3232,"[0.6811930034320226, 0.6037924151431215]",2,3
5941,"[0.45823366721820274, 0.02844311378614926]",15,29
2228,"[0.49413215727230475, 0.8383233532454305]",25,49
4371,"[0.35165944087559775, 0.4401197604520782]",28,55
2205,"[0.6534609059612316, 0.8268463073802402]",4,6
2970,"[0.6164411720741504, 0.5918163672406285]",20,40
2446,"[0.30808043055297346, 0.7784431138038773]",15,28
17,"[0.84683809238582, 0.6671656687039694]",12,23
4058,"[0.28335700403113323, 0.7814371258149568]",31,62
1514,"[0.9105060547082439, 0.6936127744118199]",2,3
4270,"[0.38127896546236023, 0.5848303393566012]",19,37
762,"[0.6409403498240834, 0.7939121756838403]",2,3
4478,"[0.48071460606080624, 0.36077844311578944]",7,14
1062,"[0.619225594251194, 0.546906187712648]",6,12
2686,"[0.7444124682239105, 0.552894211592982]",8,15
5713,"[0.21709149349276374, 0.3717564869436769]",31,62
4882,"[0.6316153386102623, 0.4550898203656508]",3,6
3257,"[0.49308566302110907, 0.6307385229591873]",25,49
191,"[0.8182276872394441, 0.5494011976155122]",2,3
1834,"[0.7572880849110457, 0.6851297406286216]",5,10
463,"[0.8424465540344519, 0.6332335330038764]",2,3
485,"[0.7236133951241368, 0.6262475049780243]",15,29
1265,"[0.6641500971787047, 0.6317365269628805]",27,54
1126,"[0.44812378530934566, 0.7914171657809761]",25,49
3802,"[0.5194162057039955, 0.5713572854840245]",4,7
4967,"[0.6176371654889132, 0.47904191617063707]",4,6
2880,"[0.7838241889670738, 0.9236526946747907]",17,34
2636,"[0.594147107192645, 0.7310379240893828]",31,62
2007,"[0.7423755419310936, 0.827345309417543]",3,6
2990,"[0.7393668709821428, 0.6921157684417364]",2,2
3160,"[0.4402563910930035, 0.6691616766404433]",19,37
111,"[0.503419793688595, 0.5434131735933532]",31,60
3824,"[0.36053595454560466, 0.6077844312288067]",24,47
2991,"[0.7356293915344525, 0.6931137724454296]",2,2
1767,"[0.6190574076755831, 0.7115768463364721]",20,39
3602,"[0.5054940947789428, 0.6916167664753461]",6,11
1173,"[0.703038570782992, 0.7694610778415513]",2,2
4689,"[0.504484975325278, 0.3428143712620498]",20,38
2782,"[0.5817947376311076, 0.7819361277813472]",9,17
233,"[0.7491964419095183, 0.585329341393904]",9,17
1249,"[0.7429922260372405, 0.6137724551091408]",17,34
4782,"[0.41420615936504235, 0.33333333340424576]",22,43
3666,"[0.31262146808118685, 0.7784431138038773]",30,58
3679,"[0.5070264613582054, 0.8977045908624182]",2,3
2160,"[0.6907796382152819, 0.7500000000177282]",5,6
2314,"[0.6019584392259689, 0.6631736526891968]",15,29
4626,"[0.6650097174422459, 0.3887225549355483]",3,6
3676,"[0.5284982807604223, 0.8922155689484744]",2,2
2993,"[0.7281170578548193, 0.6956087824901187]",2,2
934,"[0.8461840334821422, 0.5209580838293629]",17,33
1046,"[0.5861862759691974, 0.5663672654655587]",30,59
3013,"[0.6412580355765396, 0.7110778443700817]",11,21
449,"[0.6046120496249326, 0.5244510978068329]",28,55
454,"[0.5771602631223451, 0.5259481037769164]",30,60
4306,"[0.5395051577170733, 0.5743512974241917]",8,16
13,"[0.8791859769666079, 0.6676646706703598]",9,17
3644,"[0.4799857975753449, 0.7529940120288077]",8,15
4428,"[0.5681529376609801, 0.18912175646611315]",2,2
2775,"[0.6472753774877194, 0.7699600798788542]",2,3
5843,"[0.5916243085584829, 0.15818363277709963]",2,2
3481,"[0.3941732695482609, 0.8383233532454305]",27,54
4969,"[0.6021266258015797, 0.48502994019279605]",6,10
5477,"[0.42356854537639443, 0.28043912170489504]",3,6
1022,"[0.7318545373025096, 0.5693612774766382]",10,19
837,"[0.5041859769715873, 0.6886227544642666]",20,39
5538,"[0.32901031544410525, 0.30738522966278564]",29,57
4851,"[0.6173942293315188, 0.45558882247386606]",7,13
3317,"[0.3688518463190392, 0.6711576846478297]",31,62
1990,"[0.4953094633015803, 0.6756487026289927]",29,57
4948,"[0.4352668560342541, 0.5294411177543862]",25,50
2039,"[0.5200889520064387, 0.821357285395384]",31,62
5047,"[0.4748654507385155, 0.5094810378932602]",7,12
1217,"[0.46778292719065284, 0.7834331337514308]",31,62
4634,"[0.5977537748489771, 0.4091816367630647]",11,22
1502,"[0.6736059201706058, 0.6497005987457077]",30,59
5107,"[0.2020294513359663, 0.7435129741000912]",22,44
864,"[0.6342128868262078, 0.8747504990611251]",2,2
105,"[0.5584541784984064, 0.5474051896790383]",26,51
1345,"[0.8587606518155867, 0.6916167664753461]",6,10
1579,"[0.7442816564458306, 0.6876247505314859]",23,45
