index,unit1_rgb,unit1_pwr_60ghz,unit1_loc,unit2_loc,,unit1_beam_index,seq_index,time_stamp[UTC],unit2_direction,unit2_num_sat,unit2_sat_used,unit2_fix_type,unit2_DGPS,unit2_PDOP,unit2_HDOP
191,./unit1/camera_data/image_BS1_650_03_21_21.jpg,./unit1/mmWave_data/mmWave_power_190.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_190.txt,,39,2,['03-21-21-250'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
192,./unit1/camera_data/image_BS1_651_03_21_21.jpg,./unit1/mmWave_data/mmWave_power_191.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_191.txt,,39,2,['03-21-21-375'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
193,./unit1/camera_data/image_BS1_652_03_21_21.jpg,./unit1/mmWave_data/mmWave_power_192.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_192.txt,,42,2,['03-21-21-500'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
194,./unit1/camera_data/image_BS1_653_03_21_21.jpg,./unit1/mmWave_data/mmWave_power_193.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_193.txt,,42,2,['03-21-21-625'],0,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.4,0.7
195,./unit1/camera_data/image_BS1_654_03_21_21.jpg,./unit1/mmWave_data/mmWave_power_194.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_194.txt,,42,2,['03-21-21-750'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
196,./unit1/camera_data/image_BS1_655_03_21_21.jpg,./unit1/mmWave_data/mmWave_power_195.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_195.txt,,43,2,['03-21-21-875'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
197,./unit1/camera_data/image_BS1_656_03_21_22.jpg,./unit1/mmWave_data/mmWave_power_196.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_196.txt,,44,2,['03-21-22-0'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
198,./unit1/camera_data/image_BS1_657_03_21_22.jpg,./unit1/mmWave_data/mmWave_power_197.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_197.txt,,44,2,['03-21-22-125'],0,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.5,0.7
199,./unit1/camera_data/image_BS1_658_03_21_22.jpg,./unit1/mmWave_data/mmWave_power_198.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_198.txt,,44,2,['03-21-22-250'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
200,./unit1/camera_data/image_BS1_659_03_21_22.jpg,./unit1/mmWave_data/mmWave_power_199.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_199.txt,,48,2,['03-21-22-375'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
201,./unit1/camera_data/image_BS1_660_03_21_22.jpg,./unit1/mmWave_data/mmWave_power_200.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_200.txt,,46,2,['03-21-22-500'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
202,./unit1/camera_data/image_BS1_661_03_21_22.jpg,./unit1/mmWave_data/mmWave_power_201.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_201.txt,,47,2,['03-21-22-625'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
203,./unit1/camera_data/image_BS1_662_03_21_22.jpg,./unit1/mmWave_data/mmWave_power_202.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_202.txt,,47,2,['03-21-22-750'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
204,./unit1/camera_data/image_BS1_663_03_21_22.jpg,./unit1/mmWave_data/mmWave_power_203.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_203.txt,,48,2,['03-21-22-875'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
205,./unit1/camera_data/image_BS1_664_03_21_23.jpg,./unit1/mmWave_data/mmWave_power_204.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_204.txt,,49,2,['03-21-23-0'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
206,./unit1/camera_data/image_BS1_665_03_21_23.jpg,./unit1/mmWave_data/mmWave_power_205.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_205.txt,,49,2,['03-21-23-125'],0,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.4,0.7
207,./unit1/camera_data/image_BS1_666_03_21_23.jpg,./unit1/mmWave_data/mmWave_power_206.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_206.txt,,52,2,['03-21-23-250'],0,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.4,0.7
208,./unit1/camera_data/image_BS1_667_03_21_23.jpg,./unit1/mmWave_data/mmWave_power_207.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_207.txt,,51,2,['03-21-23-375'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
209,./unit1/camera_data/image_BS1_668_03_21_23.jpg,./unit1/mmWave_data/mmWave_power_208.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_208.txt,,52,2,['03-21-23-500'],0,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.5,0.7
210,./unit1/camera_data/image_BS1_669_03_21_23.jpg,./unit1/mmWave_data/mmWave_power_209.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_209.txt,,51,2,['03-21-23-625'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.5,0.7
211,./unit1/camera_data/image_BS1_670_03_21_23.jpg,./unit1/mmWave_data/mmWave_power_210.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_210.txt,,51,2,['03-21-23-750'],0,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.5,0.7
212,./unit1/camera_data/image_BS1_671_03_21_23.jpg,./unit1/mmWave_data/mmWave_power_211.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_211.txt,,54,2,['03-21-23-875'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.5,0.7
213,./unit1/camera_data/image_BS1_672_03_21_24.jpg,./unit1/mmWave_data/mmWave_power_212.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_212.txt,,54,2,['03-21-24-0'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.5,0.7
214,./unit1/camera_data/image_BS1_673_03_21_24.jpg,./unit1/mmWave_data/mmWave_power_213.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_213.txt,,55,2,['03-21-24-125'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.5,0.7
215,./unit1/camera_data/image_BS1_674_03_21_24.jpg,./unit1/mmWave_data/mmWave_power_214.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_214.txt,,55,2,['03-21-24-250'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.5,0.7
216,./unit1/camera_data/image_BS1_675_03_21_24.jpg,./unit1/mmWave_data/mmWave_power_215.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_215.txt,,55,2,['03-21-24-375'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.5,0.7
217,./unit1/camera_data/image_BS1_676_03_21_24.jpg,./unit1/mmWave_data/mmWave_power_216.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_216.txt,,55,2,['03-21-24-500'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.5,0.7
218,./unit1/camera_data/image_BS1_677_03_21_24.jpg,./unit1/mmWave_data/mmWave_power_217.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_217.txt,,55,2,['03-21-24-625'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.7
219,./unit1/camera_data/image_BS1_678_03_21_24.jpg,./unit1/mmWave_data/mmWave_power_218.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_218.txt,,57,2,['03-21-24-750'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.7
220,./unit1/camera_data/image_BS1_679_03_21_24.jpg,./unit1/mmWave_data/mmWave_power_219.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_219.txt,,58,2,['03-21-24-875'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
221,./unit1/camera_data/image_BS1_680_03_21_25.jpg,./unit1/mmWave_data/mmWave_power_220.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_220.txt,,58,2,['03-21-25-0'],0,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.3,0.6
222,./unit1/camera_data/image_BS1_681_03_21_25.jpg,./unit1/mmWave_data/mmWave_power_221.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_221.txt,,59,2,['03-21-25-142'],0,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.3,0.6
223,./unit1/camera_data/image_BS1_682_03_21_25.jpg,./unit1/mmWave_data/mmWave_power_222.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_222.txt,,59,2,['03-21-25-284'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
224,./unit1/camera_data/image_BS1_683_03_21_25.jpg,./unit1/mmWave_data/mmWave_power_223.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_223.txt,,59,2,['03-21-25-426'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.6
225,./unit1/camera_data/image_BS1_684_03_21_25.jpg,./unit1/mmWave_data/mmWave_power_224.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_224.txt,,59,2,['03-21-25-568'],0,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.4,0.6
226,./unit1/camera_data/image_BS1_685_03_21_25.jpg,./unit1/mmWave_data/mmWave_power_225.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_225.txt,,59,2,['03-21-25-710'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.6
227,./unit1/camera_data/image_BS1_686_03_21_25.jpg,./unit1/mmWave_data/mmWave_power_226.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_226.txt,,61,2,['03-21-25-852'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
228,./unit1/camera_data/image_BS1_687_03_21_26.jpg,./unit1/mmWave_data/mmWave_power_227.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_227.txt,,61,2,['03-21-26-0'],0,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
229,./unit1/camera_data/image_BS1_980_03_22_03.jpg,./unit1/mmWave_data/mmWave_power_228.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_228.txt,,60,3,['03-22-03-852'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
230,./unit1/camera_data/image_BS1_981_03_22_04.jpg,./unit1/mmWave_data/mmWave_power_229.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_229.txt,,60,3,['03-22-04-0'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
231,./unit1/camera_data/image_BS1_982_03_22_04.jpg,./unit1/mmWave_data/mmWave_power_230.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_230.txt,,60,3,['03-22-04-125'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
232,./unit1/camera_data/image_BS1_983_03_22_04.jpg,./unit1/mmWave_data/mmWave_power_231.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_231.txt,,59,3,['03-22-04-250'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
233,./unit1/camera_data/image_BS1_984_03_22_04.jpg,./unit1/mmWave_data/mmWave_power_232.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_232.txt,,59,3,['03-22-04-375'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
234,./unit1/camera_data/image_BS1_985_03_22_04.jpg,./unit1/mmWave_data/mmWave_power_233.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_233.txt,,59,3,['03-22-04-500'],1,24,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25 B27 B28 B30,3D,Yes,1.1,0.6
235,./unit1/camera_data/image_BS1_986_03_22_04.jpg,./unit1/mmWave_data/mmWave_power_234.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_234.txt,,59,3,['03-22-04-625'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
236,./unit1/camera_data/image_BS1_987_03_22_04.jpg,./unit1/mmWave_data/mmWave_power_235.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_235.txt,,59,3,['03-22-04-750'],1,6,G2 G5 G12 G18 G25 G29,3D,Yes,1.1,0.6
237,./unit1/camera_data/image_BS1_988_03_22_04.jpg,./unit1/mmWave_data/mmWave_power_236.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_236.txt,,58,3,['03-22-04-875'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.1,0.6
238,./unit1/camera_data/image_BS1_989_03_22_05.jpg,./unit1/mmWave_data/mmWave_power_237.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_237.txt,,57,3,['03-22-05-0'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.1,0.6
239,./unit1/camera_data/image_BS1_990_03_22_05.jpg,./unit1/mmWave_data/mmWave_power_238.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_238.txt,,57,3,['03-22-05-142'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
240,./unit1/camera_data/image_BS1_991_03_22_05.jpg,./unit1/mmWave_data/mmWave_power_239.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_239.txt,,55,3,['03-22-05-284'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
241,./unit1/camera_data/image_BS1_992_03_22_05.jpg,./unit1/mmWave_data/mmWave_power_240.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_240.txt,,55,3,['03-22-05-426'],1,24,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25 B27 B28 B30,3D,Yes,1.1,0.6
242,./unit1/camera_data/image_BS1_994_03_22_05.jpg,./unit1/mmWave_data/mmWave_power_241.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_241.txt,,55,3,['03-22-05-568'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
243,./unit1/camera_data/image_BS1_995_03_22_05.jpg,./unit1/mmWave_data/mmWave_power_242.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_242.txt,,54,3,['03-22-05-710'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.1,0.6
244,./unit1/camera_data/image_BS1_996_03_22_05.jpg,./unit1/mmWave_data/mmWave_power_243.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_243.txt,,51,3,['03-22-05-852'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
245,./unit1/camera_data/image_BS1_997_03_22_06.jpg,./unit1/mmWave_data/mmWave_power_244.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_244.txt,,54,3,['03-22-06-0'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
246,./unit1/camera_data/image_BS1_998_03_22_06.jpg,./unit1/mmWave_data/mmWave_power_245.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_245.txt,,52,3,['03-22-06-142'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.1,0.6
247,./unit1/camera_data/image_BS1_999_03_22_06.jpg,./unit1/mmWave_data/mmWave_power_246.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_246.txt,,51,3,['03-22-06-284'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
248,./unit1/camera_data/image_BS1_1000_03_22_06.jpg,./unit1/mmWave_data/mmWave_power_247.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_247.txt,,51,3,['03-22-06-426'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.1,0.6
249,./unit1/camera_data/image_BS1_1001_03_22_06.jpg,./unit1/mmWave_data/mmWave_power_248.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_248.txt,,52,3,['03-22-06-568'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
250,./unit1/camera_data/image_BS1_1002_03_22_06.jpg,./unit1/mmWave_data/mmWave_power_249.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_249.txt,,49,3,['03-22-06-710'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
251,./unit1/camera_data/image_BS1_1003_03_22_06.jpg,./unit1/mmWave_data/mmWave_power_250.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_250.txt,,48,3,['03-22-06-852'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
252,./unit1/camera_data/image_BS1_1004_03_22_07.jpg,./unit1/mmWave_data/mmWave_power_251.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_251.txt,,48,3,['03-22-07-0'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.4,0.7
253,./unit1/camera_data/image_BS1_1005_03_22_07.jpg,./unit1/mmWave_data/mmWave_power_252.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_252.txt,,48,3,['03-22-07-125'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.3,0.6
254,./unit1/camera_data/image_BS1_1006_03_22_07.jpg,./unit1/mmWave_data/mmWave_power_253.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_253.txt,,48,3,['03-22-07-250'],1,24,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25 B27 B28 B30,3D,Yes,1.1,0.6
255,./unit1/camera_data/image_BS1_1007_03_22_07.jpg,./unit1/mmWave_data/mmWave_power_254.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_254.txt,,47,3,['03-22-07-375'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
256,./unit1/camera_data/image_BS1_1008_03_22_07.jpg,./unit1/mmWave_data/mmWave_power_255.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_255.txt,,46,3,['03-22-07-500'],1,24,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25 B27 B28 B30,3D,Yes,1.2,0.6
257,./unit1/camera_data/image_BS1_1009_03_22_07.jpg,./unit1/mmWave_data/mmWave_power_256.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_256.txt,,46,3,['03-22-07-625'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.2,0.6
258,./unit1/camera_data/image_BS1_1010_03_22_07.jpg,./unit1/mmWave_data/mmWave_power_257.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_257.txt,,45,3,['03-22-07-750'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
259,./unit1/camera_data/image_BS1_1011_03_22_07.jpg,./unit1/mmWave_data/mmWave_power_258.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_258.txt,,45,3,['03-22-07-875'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
260,./unit1/camera_data/image_BS1_1012_03_22_08.jpg,./unit1/mmWave_data/mmWave_power_259.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_259.txt,,43,3,['03-22-08-0'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
261,./unit1/camera_data/image_BS1_1013_03_22_08.jpg,./unit1/mmWave_data/mmWave_power_260.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_260.txt,,44,3,['03-22-08-142'],1,14,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22,3D,Yes,1.5,0.7
262,./unit1/camera_data/image_BS1_1014_03_22_08.jpg,./unit1/mmWave_data/mmWave_power_261.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_261.txt,,42,3,['03-22-08-284'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
263,./unit1/camera_data/image_BS1_1015_03_22_08.jpg,./unit1/mmWave_data/mmWave_power_262.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_262.txt,,39,3,['03-22-08-426'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.2,0.6
264,./unit1/camera_data/image_BS1_1016_03_22_08.jpg,./unit1/mmWave_data/mmWave_power_263.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_263.txt,,42,3,['03-22-08-568'],1,21,G2 G5 G12 G18 G25 G29 R5 R6 R7 R10 R12 R20 R21 R22 E2 E4 E11 E12 E19 E24 E25,3D,Yes,1.3,0.6
